chr	coor_s	coor_e	ids1	chr2	coor_s2	coor_e2	ids2	identity
17	49316828	49317972	id2871	3	50787120	50788527	id4469	0.915631
14	89156174	89159961	id1985	18	60123905	60125365	id3065	0.975928
5	110946322	110950994	id5256	6	136275531	136278778	id5688	0.96968
17	22532764	22645637	id2700	4	33978846	34008531	id4800	0.944698
5	37480521	37487479	id5132	6	26666988	27002570	id5468	0.970399
2	160272153	160273330	id3731	6	111715827	111717291	id5650	0.951473
10	54599677	54601181	id830	8	24917383	24919098	id6351	0.930435
11	68303534	68332191	id1148	22	25385378	25414514	id4271	0.912098
1	119836179	119862825	id287	1	143720132	144550481	id311	0.925905
1	91531953	91535540	id232	3	94935598	94937962	id4524	0.910416
12	53141957	53143321	id1468	7	40115622	40117520	id5872	0.903545
11	43130956	43133636	id1056	2	113410324	113602734	id3662	0.918344
7	66069499	66070897	id6022	8	41509575	41510977	id6371	0.928058
22	44112740	44114031	id4344	22	44114040	44115404	id4345	0.955573
10	37077055	37105149	id730	11	80556421	80585491	id1174	0.924238
1	168369498	168372326	id406	16	23667041	23669861	id2423	0.925347
1	26637878	26642254	id90	1	26646154	26650668	id91	0.943329
15	28463185	28856539	id2116	5	7281777	7311790	id5083	0.910677
10	46245413	46283277	id808	10	47409230	47410414	id812	0.902294
18	26254354	26256430	id3027	18	60014639	60017467	id3064	0.953892
22	23939932	23969548	id4249	22	23971773	24001392	id4250	0.98526
17	4635735	4642260	id2625	17	6655159	6661436	id2633	0.956948
11	62365490	62368488	id1129	11	62384145	62386754	id1131	0.959576
14	55766157	55767278	id1943	21	25361798	25362924	id4079	0.912807
7	23310208	23312849	id5812	7	56597128	56601560	id5928	0.949828
11	31279258	31281009	id1045	9	94037963	94039222	id6700	0.920934
11	18365857	18367010	id1029	18	60198168	60199297	id3066	0.920213
1	823659	867135	id6	8	290489	330244	id6303	0.979692
13	91942700	91950709	id1821	15	22358242	22768868	id2083	0.93093
17	21304469	21351656	id2684	17	21687226	21795643	id2689	0.980705
15	85276948	85278944	id2306	15	91026981	91028945	id2320	0.902664
12	131166731	131168217	id1586	12	131487243	131488755	id1604	0.911565
13	24608627	24610409	id1684	13	40807949	40837717	id1733	0.911545
12	93409356	93411301	id1533	8	47591465	47592639	id6385	0.959423
7	149594024	149595954	id6255	7	149664152	149666075	id6258	0.934599
6	88275308	88276998	id5619	7	5527149	5529666	id5777	0.917409
3	185909184	185911382	id4707	3	185990685	185991864	id4708	0.954467
2	138568935	138570362	id3704	4	69096535	69156138	id4852	0.900143
10	28131064	28144925	id681	14	18263850	18712644	id1860	0.903527
15	42101132	42102339	id2167	15	58855696	58857216	id2219	0.937658
4	68968478	69023443	id4849	4	69435757	69451787	id4858	0.923696
2	88764439	88788066	id3578	2	97489618	97597982	id3609	0.95814
9	93332219	93345952	id6694	9	93509092	93518343	id6697	0.931961
20	29272463	29412507	id3932	20	29447397	29451701	id3934	0.917315
17	45414926	45592740	id2848	17	46253803	46260783	id2854	0.983659
11	1600000	1611460	id984	11	71554455	71560327	id1155	0.935023
11	83133432	83135467	id1178	3	122778238	122780270	id4571	0.979753
20	47888250	47914853	id3980	20	48483097	48523056	id3987	0.940268
7	143700804	143728107	id6239	7	143742322	143874696	id6240	0.998071
7	6329413	6331238	id5787	9	38472159	38630393	id6603	0.945871
19	54219877	54225093	id3404	19	54662883	54664240	id3418	0.9
19	52889563	52890876	id3375	19	53397394	53412672	id3390	0.900763
1	74178186	74179923	id197	1	152930053	152931804	id347	0.967185
18	62091403	62096150	id3070	22	32273176	32279646	id4308	0.918345
11	48974943	49134216	id1073	2	95507883	95529634	id3598	0.931227
14	106231790	106235674	id2036	14	106724885	106728772	id2059	0.909611
15	20647412	20689298	id2070	15	21242090	21264974	id2073	0.994177
1	52086710	52088321	id169	21	17516973	17518567	id4069	0.971142
17	30494481	30497748	id2742	17	37914596	38314968	id2798	0.908037
7	143521768	143650804	id6238	7	143742322	143874696	id6240	0.997796
1	119084514	119085992	id283	5	80330779	80332579	id5211	0.902919
1	223863144	223864860	id510	7	5527149	5529666	id5777	0.925926
6	29874247	29895371	id5492	6	29934581	29952684	id5493	0.913242
3	6772209	6773241	id4373	5	69228198	69230045	id5185	0.96
20	29756356	29852390	id3941	22	11236613	11375636	id4145	0.947347
19	52108241	52110361	id3360	21	33449073	33450863	id4103	0.907029
10	29478975	29519557	id687	10	30666008	30706267	id703	0.925133
2	135509047	135510753	id3694	5	172996088	172997527	id5362	0.920037
7	105581856	105583408	id6174	9	35970942	35972459	id6595	0.947514
22	38982097	38988028	id4317	22	39020021	39066093	id4319	0.9039
8	81924211	81925416	id6434	9	97797643	97798846	id6718	0.973356
20	17339036	17340817	id3905	7	97816810	97818621	id6139	0.938671
13	91897065	91915771	id1818	16	33264595	33337276	id2465	0.914729
17	68122255	68160553	id2946	2	148216451	148217779	id3711	0.935509
17	15784135	15880697	id2643	5	55940163	55941820	id5164	0.962415
11	121236575	121240495	id1252	9	101124621	101127478	id6725	0.90603
22	29360314	29368998	id4285	22	29411971	29424893	id4288	0.938404
1	224574399	224575763	id512	11	16483362	16484705	id1018	0.912548
10	14980512	14985134	id617	4	9322916	9800170	id4778	0.909058
5	21271275	21390647	id5102	5	69533889	71009585	id5188	0.980634
2	242025933	242033706	id3877	3	197617792	197667517	id4734	0.934627
2	33839514	33840742	id3492	7	32471488	32473008	id5836	0.900673
3	138101225	138102994	id4620	3	170495362	170497084	id4670	0.906635
3	197436093	197437163	id4732	3	197437512	197438625	id4733	0.994393
9	114321965	114328691	id6746	9	114328738	114335469	id6747	0.967516
2	55890374	55891466	id3517	8	33398217	33399310	id6363	0.969725
1	227521923	227532213	id521	10	10000	84371	id580	0.902705
6	52745832	52783107	id5554	6	52868239	52869295	id5557	0.908832
19	19699202	19701236	id3163	19	19825210	19828978	id3168	0.936773
3	101414261	101415936	id4540	6	3045389	3046815	id5423	0.91142
4	25717913	25721043	id4792	4	155454082	155457715	id4988	0.902291
10	54417993	54448981	id829	10	87110815	87500606	id894	0.931661
14	91600556	91603469	id1991	18	48478524	48480439	id3051	0.937334
16	31949832	32481700	id2459	5	18757450	18764952	id5097	0.9207
1	13555212	13557917	id47	21	39296453	39298583	id4113	0.934243
17	43257197	43259840	id2834	17	43261695	43301548	id2835	0.984202
13	20961230	20962281	id1653	14	103373953	103375245	id2007	0.934363
10	46218864	46223057	id806	10	47454751	47458958	id813	0.935241
1	26519126	26520421	id89	3	193993097	193994390	id4716	0.913887
10	31968967	31971652	id706	16	30168453	30170912	id2438	0.911738
10	26613170	26624743	id647	10	26952653	26959108	id660	0.909942
7	27456369	27458796	id5827	7	74194738	74197101	id6087	0.98987
10	38142652	38483413	id754	11	50287131	50310635	id1093	0.918139
5	145726927	145730274	id5328	7	150612462	150615730	id6265	0.916938
1	246839082	246840998	id561	2	161499151	161501077	id3734	0.986932
1	47051281	47052776	id162	1	71958857	71960351	id194	0.949118
14	58284708	58285824	id1950	3	22381719	22382927	id4423	0.912691
17	45593558	45627799	id2849	17	46217039	46252364	id2853	0.988458
3	68635684	68637271	id4477	5	56275046	56276649	id5166	0.928796
17	39038348	39043530	id2806	17	68122255	68160553	id2946	0.911085
2	86914962	87087879	id3570	2	112291400	112293808	id3654	0.976674
10	47870368	48181659	id815	10	87000964	87030355	id891	0.973023
16	87402919	87404772	id2580	9	19459231	19461103	id6549	0.920695
17	18628595	18772118	id2661	5	43526278	43527469	id5142	0.993277
7	5850195	5989045	id5784	7	97818634	98019406	id6140	0.952476
12	98794108	98795656	id1542	19	12096392	12098075	id3133	0.906794
17	42527852	42529471	id2818	17	42530768	42531827	id2819	0.93346
15	30881918	30883235	id2132	5	32522747	32524086	id5121	0.933271
10	68612433	68614924	id858	7	63382524	63852324	id5973	0.913769
16	66934736	66937161	id2545	16	66947783	66950214	id2546	0.940298
2	233710997	233714453	id3853	2	233714471	233720642	id3854	0.915012
15	87515921	87517124	id2313	8	122479516	122480720	id6477	0.996675
11	50287131	50310635	id1093	4	119332069	119471276	id4952	0.925704
13	21372583	21376657	id1662	13	68986116	68990210	id1796	0.902968
17	64764433	64918918	id2921	17	67847125	67849811	id2930	0.916268
2	88960061	88972785	id3582	2	90077758	90190711	id3587	0.904255
1	74597884	74599184	id198	1	107067084	107068384	id259	0.942857
22	18483513	18518714	id4180	22	23464357	23480727	id4235	0.945331
1	24832261	24834970	id83	14	64894126	64896817	id1959	0.993309
17	47823120	47827299	id2868	5	119680418	119682159	id5273	0.917447
1	148400000	148436924	id331	1	149366550	149843518	id333	0.978487
1	155603600	155618111	id366	1	155741375	155753814	id372	0.923255
17	59170514	59184829	id2889	7	5010752	5059502	id5771	0.916304
13	27066155	27069384	id1700	5	171252885	171256413	id5358	0.959413
19	37254116	37305717	id3277	9	39588991	40873597	id6605	0.930601
3	88949083	88951745	id4514	4	188386958	188389663	id5032	0.90633
14	90366201	90368928	id1988	15	38844647	38846754	id2156	0.919457
5	116230247	116231314	id5265	5	116243580	116244644	id5266	0.92155
1	32679638	32680651	id126	5	14795732	14798466	id5087	0.974181
10	28520691	28523754	id683	3	101097167	101098298	id4537	0.956289
1	87502013	87508107	id223	1	148011628	148295008	id328	0.947812
15	78792739	78807043	id2281	15	82292066	82303318	id2293	0.94133
7	91955707	91957897	id6128	8	94792321	94794356	id6455	0.938776
2	126555292	126558262	id3668	9	34921177	34922933	id6588	0.948792
20	50081141	50082915	id3992	7	87341017	87342276	id6119	0.91207
2	169636094	169637744	id3739	5	155492357	155493821	id5340	0.930822
22	23432025	23461151	id4234	7	1815427	1842416	id5765	0.972169
2	17385071	17386586	id3480	7	136713852	136715412	id6218	0.910299
1	192993422	192994547	id446	19	19679180	19680326	id3162	0.902765
13	24998568	25015662	id1689	13	26065641	26078494	id1695	0.932733
15	49156321	49158632	id2200	3	37787963	37790448	id4442	0.934588
2	86914962	87087879	id3570	2	87961254	87995626	id3575	0.994403
22	20141036	20166817	id4189	22	23378551	23380944	id4230	0.941375
12	8634336	8637993	id1332	4	165403686	165406378	id5006	0.915419
13	65787530	65788763	id1792	4	82128589	82131613	id4888	0.935539
11	43342431	43344527	id1058	2	177994816	177997272	id3761	0.936455
11	123018575	123019611	id1258	19	47209156	47210191	id3332	0.939747
18	60014639	60017467	id3064	8	23632143	23635580	id6349	0.916078
11	62615297	62617350	id1132	3	160452651	160453809	id4661	0.961106
16	152721	154443	id2349	16	162933	165199	id2350	0.977933
1	83182173	83489744	id216	7	76651384	77065008	id6109	0.986154
17	46253803	46260783	id2854	5	140670392	140673390	id5301	0.95082
3	53059301	53065091	id4472	4	78180229	78181722	id4879	0.94456
14	64894126	64896817	id1959	6	56893577	56896148	id5564	0.991813
3	138101225	138102994	id4620	5	60743315	60745044	id5170	0.912404
1	28095058	28096388	id98	5	816379	817569	id5062	0.90383
11	33785237	33788026	id1051	12	101486341	101488918	id1546	0.956502
1	160317307	160318473	id393	20	53874497	53875558	id4005	0.905714
1	155595776	155597111	id364	1	155717702	155720329	id370	0.932931
22	29411971	29424893	id4288	22	32130965	32141884	id4300	0.958902
2	94185478	94293015	id3594	9	43214668	43222167	id6611	0.918558
5	173083853	173086291	id5363	8	142995824	142998189	id6512	0.915589
18	63633687	63651193	id3072	18	63651624	63670793	id3073	0.935999
10	27903729	27905279	id679	16	71420011	71421635	id2553	0.928016
17	62411419	62561492	id2903	7	128464295	128659852	id6200	0.973657
14	70229775	70253402	id1968	14	70451718	70471666	id1969	0.94244
5	17485718	17486923	id5089	5	17493712	17529984	id5090	0.910357
1	75742022	75743554	id199	14	74902193	74903743	id1976	0.965269
14	39384543	39387128	id1915	4	123023739	123026384	id4957	0.915102
6	149979384	149981206	id5707	6	150005484	150026913	id5710	0.905787
1	29454237	29455280	id106	1	30374144	30375165	id116	0.916667
10	59136240	59137429	id847	11	36489460	36490652	id1053	0.963652
11	65144412	65146249	id1137	5	174632905	174633995	id5365	0.904412
1	154962297	154963904	id355	17	44226962	44228861	id2842	0.904066
18	98796	131692	id2974	22	12691730	12693537	id4153	0.901993
7	35910278	35981126	id5854	9	136115442	136117027	id6784	0.919419
3	23878040	23879693	id4424	4	40785907	40787047	id4811	0.901729
4	197075	199084	id4748	4	334213	336221	id4752	0.91009
10	65112842	65114712	id854	13	24579423	24604488	id1683	0.910464
1	92073657	92075477	id234	14	20527249	20529022	id1867	0.900398
10	36521748	36523014	id719	7	106248307	106251196	id6176	0.99386
1	2548425	2550688	id21	1	2576603	2578586	id24	0.970509
17	59921943	60035640	id2892	17	60374694	60382053	id2896	0.983556
3	196986594	196987637	id4729	6	112354096	112356797	id5651	0.914172
12	59049737	59054256	id1487	3	156711402	156715000	id4652	0.929432
10	79500987	79551117	id869	17	78157401	78159135	id2961	0.935956
17	41081136	41102184	id2807	17	41102307	41123982	id2808	0.949697
22	20482745	20484148	id4196	3	12787325	12788707	id4398	0.904589
11	102230711	102233423	id1212	6	147408279	147411334	id5701	0.951493
10	42779084	42796551	id775	10	86992130	87000704	id890	0.926977
7	32951653	32955439	id5843	7	55663421	55730326	id5903	0.984201
7	23719172	23721673	id5817	8	51818164	51820718	id6390	0.917177
7	56128522	56135057	id5914	7	69246421	69256264	id6072	0.915115
12	18658616	18659680	id1375	7	20720950	20722028	id5806	0.954887
1	155618490	155620307	id367	1	155757496	155759277	id373	0.918986
10	30161116	30162630	id692	2	171826132	171827701	id3744	0.954153
13	27066155	27069384	id1700	19	46121915	46123618	id3323	0.940059
13	52318763	52344009	id1768	13	52477267	52596729	id1771	0.985306
17	30616128	30780078	id2748	17	31936301	31986837	id2759	0.973622
10	42244264	42295125	id769	4	102886542	102976301	id4919	0.958398
20	50437625	50441177	id3994	7	57321337	57324430	id5942	0.921275
2	46901873	46903003	id3507	6	27408236	27409691	id5471	0.911335
8	143055222	143057800	id6513	9	69107158	69108216	id6637	0.922275
10	68278998	68280275	id856	8	972624	973955	id6306	0.9568
15	44918895	44931475	id2185	15	44957503	44971664	id2187	0.960881
1	211207069	211208277	id495	15	35121041	35122248	id2147	0.927621
10	30374042	30399992	id696	15	75381921	75386986	id2256	0.901698
21	32564217	32569106	id4098	6	160871519	160898165	id5739	0.919079
1	113449658	113451127	id271	4	82128589	82131613	id4888	0.936
7	56176676	56226019	id5917	7	69140105	69189715	id6069	0.910762
10	45811837	45876166	id801	10	49845538	50021727	id820	0.986987
4	80658571	80663110	id4885	4	80870220	80873709	id4886	0.907853
17	35927672	35929414	id2784	17	68122255	68160553	id2946	0.903693
2	13454	28103	id3448	21	46672945	46699983	id4137	0.929433
2	65268563	65271253	id3526	22	24686848	24690592	id4258	0.942933
10	42322919	42361326	id770	22	16049831	16268393	id4159	0.950073
2	207753585	207756174	id3809	6	15846016	15847490	id5450	0.947112
1	192885159	192887190	id445	9	35639039	35641070	id6593	0.959419
7	55803259	55810785	id5908	7	63122916	63129596	id5968	0.915177
9	34244191	34246184	id6581	9	34273007	34275008	id6582	0.987958
2	186948237	186957257	id3770	3	160047989	160049873	id4658	0.911765
18	26016256	26017771	id3025	2	157663681	157664860	id3726	0.942324
13	43602097	43603361	id1743	20	22396180	22397436	id3910	0.972822
7	67021512	67206594	id6056	7	72764228	72805251	id6075	0.970678
1	73023697	73024811	id196	3	131455125	131462876	id4604	0.917987
10	77779598	77781913	id867	2	201136799	201139003	id3789	0.902651
19	22425262	22429152	id3213	19	22622236	22626414	id3217	0.914429
12	119194837	119196098	id1565	5	85549397	85550660	id5225	0.93254
10	37495351	37515767	id741	5	18612555	18631061	id5095	0.907668
15	32153205	32607507	id2138	19	613245	617150	id3102	0.95452
13	92065174	92079000	id1822	15	32153205	32607507	id2138	0.914512
1	227263325	227265119	id518	3	132675247	132677629	id4608	0.926978
19	20257646	20262882	id3171	22	24686848	24690592	id4258	0.925135
2	149320751	149324770	id3713	6	134600885	134604239	id5682	0.920894
12	131310492	131317881	id1594	12	131640594	131647597	id1608	0.920276
11	124766724	124768028	id1264	21	23102222	23103523	id4075	0.91532
22	18999690	19010480	id4186	22	24377585	24389259	id4256	0.90207
10	84413	88505	id581	18	10027	98754	id2973	0.91084
17	18384909	18569991	id2659	17	27628057	27666599	id2723	0.915775
12	52287093	52291445	id1460	12	52301936	52306288	id1461	0.977215
10	133422646	133436429	id964	10	133567484	133580555	id966	0.984794
11	120081198	120083635	id1250	11	120083918	120085809	id1251	0.91909
20	29413577	29447273	id3933	4	190004058	190122738	id5044	0.952046
6	32510318	32531139	id5525	6	32573106	32590651	id5527	0.90187
12	78791653	78794178	id1515	7	39706120	39708109	id5866	0.912646
11	5246836	5250981	id1000	11	5251629	5255911	id1001	0.924739
17	45414926	45592740	id2848	17	64918952	64920144	id2922	0.957877
5	60459002	60460805	id5169	5	97054682	97057421	id5238	0.912627
2	227869169	227870548	id3828	3	136155547	136157044	id4614	0.907392
15	45215441	45216466	id2193	2	174719799	174720851	id3750	0.941815
6	116451883	116453524	id5662	7	26211661	26213351	id5823	0.955291
18	26167857	26171297	id3026	2	82856815	82860185	id3560	0.900241
2	237762606	237765911	id3861	3	179257259	179260549	id4684	0.956933
10	87110815	87500606	id894	9	96897113	97027490	id6713	0.920245
7	32960112	33007729	id5844	7	55663421	55730326	id5903	0.98066
15	60447975	60449823	id2222	4	188386958	188389663	id5032	0.930131
4	13336392	13338677	id4780	4	87891753	87894035	id4903	0.918278
10	91053016	91057017	id901	11	130295026	130297369	id1279	0.90523
14	106766994	106768485	id2061	15	21828502	22221065	id2077	0.904987
12	52447066	52452672	id1462	12	52468938	52474330	id1463	0.930006
15	90080485	90082199	id2315	4	158290781	158292483	id4994	0.930466
1	121418622	121481043	id292	5	50459022	50540539	id5147	0.95317
14	91600556	91603469	id1991	5	90512050	90514336	id5232	0.945309
17	64948097	65005097	id2925	6	65482447	65484253	id5584	0.919451
20	5546475	5547854	id3894	7	57146800	57148158	id5934	0.953506
1	58047840	58049373	id177	18	32411494	32413238	id3040	0.940387
1	27961745	27968783	id97	7	4968245	5009463	id5770	0.93825
14	41847768	41849219	id1918	17	51177490	51178949	id2874	0.924138
1	214482239	214483483	id497	12	12451198	12452579	id1363	0.92695
3	96617199	96618510	id4527	5	80650021	80652191	id5215	0.96618
16	32643014	33214595	id2464	17	38468622	38505893	id2799	0.966536
10	45176261	45179753	id794	21	13342205	13429256	id4059	0.91294
16	70075623	70149551	id2549	16	74443323	74446757	id2563	0.977499
22	21010365	21018352	id4202	22	21042050	21050489	id4203	0.902833
3	10042731	10074351	id4389	3	11859673	11892254	id4392	0.958126
2	74214076	74217613	id3550	7	82588769	82589948	id6114	0.920377
15	35237215	35238275	id2148	4	164196764	164197835	id5000	0.913876
10	14358123	14360928	id613	10	37446504	37449263	id739	0.912933
12	19941320	19942895	id1379	7	42794854	42796856	id5875	0.922342
4	84256634	84258087	id4895	8	89095715	89097145	id6447	0.916725
20	54814866	54819418	id4006	5	52962770	52967251	id5154	0.912799
3	172599385	172603633	id4675	9	113260270	113264489	id6745	0.947203
13	18172239	18179472	id1618	2	97105467	97348052	id3607	0.96172
1	125173583	125184587	id307	10	41842913	41856969	id764	0.941515
19	21379721	21382002	id3190	2	128517288	128519259	id3676	0.925735
7	39856797	39880403	id5871	7	55663421	55730326	id5903	0.977718
17	18384909	18569991	id2659	17	27732022	27739323	id2727	0.918054
5	11673665	11674959	id5084	5	12127880	12129171	id5085	0.931925
7	150482250	150485192	id6262	7	150675005	150682698	id6266	0.963568
5	214227	305378	id5050	5	1601534	1642449	id5076	0.912247
10	36944658	37075930	id729	11	80587158	80704469	id1175	0.932504
20	59033144	59035122	id4011	7	127296087	127298104	id6199	0.929556
12	6536491	6538367	id1311	19	46558680	46559828	id3331	0.910917
14	106407879	106410998	id2042	14	106672409	106678539	id2055	0.951015
5	181095749	181098580	id5409	5	181100850	181103642	id5410	0.980301
7	57433356	57444255	id5945	7	63989315	63991679	id5979	0.919595
11	57086120	57087493	id1113	12	25804386	25806259	id1388	0.979577
2	167713491	167717439	id3738	7	143521768	143650804	id6238	0.939369
3	172668551	172672143	id4676	3	175368858	175372574	id4679	0.944444
12	9135211	9136492	id1336	12	92143127	92144449	id1528	0.917263
6	160485808	160491337	id5731	6	160491354	160496858	id5732	0.914014
16	63313719	63315215	id2542	16	64179679	64181145	id2543	0.928718
2	112347166	112449874	id3655	21	5966593	6161371	id4030	0.973637
5	143332618	143334739	id5326	8	106589343	106590930	id6467	0.947468
7	66531883	66553236	id6032	7	74576545	74599408	id6090	0.915332
1	207621276	207628126	id483	1	207722645	207730308	id487	0.923503
10	84390905	84393707	id886	5	72908707	72910318	id5192	0.944617
12	63529638	63752467	id1494	7	32696377	32708018	id5838	0.947123
4	68908545	68934268	id4847	4	69035125	69057594	id4850	0.908958
2	95543317	95550023	id3600	3	112521626	112528452	id4555	0.930873
11	61196971	61200000	id1124	11	61202177	61239745	id1125	0.951421
6	153399355	153407150	id5722	6	160805545	160836633	id5737	0.928552
2	106938397	106941476	id3629	5	156850375	156853645	id5341	0.90361
14	49600000	49601225	id1927	2	131433204	131791111	id3686	0.973039
10	47458988	47780368	id814	10	56425492	56452676	id842	0.928657
15	21828502	22221065	id2077	21	13995638	13996842	id4062	0.927426
17	32008863	32104799	id2761	17	68210195	68213102	id2950	0.900253
1	179589096	179591022	id426	2	236124041	236125976	id3858	0.912401
11	63758155	63759870	id1134	4	145376207	145377957	id4980	0.976009
2	189311190	189312586	id3773	9	97698874	97700802	id6717	0.900868
11	75073779	75075162	id1167	11	75107315	75108677	id1169	0.906015
8	140194840	140195883	id6502	8	140195903	140196947	id6503	0.902724
10	125885883	125903721	id950	22	10731599	10783858	id4140	0.965629
4	131722956	131978570	id4963	9	39588991	40873597	id6605	0.929901
6	128927753	128929968	id5674	7	130504936	130506292	id6207	0.944238
7	87715060	87732388	id6121	7	119491344	119509432	id6186	0.958433
15	93061641	93063455	id2329	17	18384909	18569991	id2659	0.984539
2	187001146	187003398	id3771	9	34132413	34134733	id6580	0.90308
10	79982995	79987131	id876	7	29629738	29650128	id5831	0.922024
16	23499643	23500829	id2421	16	34339329	34429997	id2480	0.904532
3	44650939	44660782	id4456	5	42466028	42468451	id5135	0.931524
6	32055842	32057800	id5517	6	32067652	32068669	id5519	0.912871
9	11914460	11915802	id6542	9	11931451	11932787	id6543	0.937594
16	34571510	34574295	id2482	16	34589076	34590674	id2485	0.966912
11	129667402	129671168	id1272	9	33710071	33713863	id6575	0.959341
10	26676196	26689523	id651	10	27316843	27329079	id672	0.915786
1	246605408	246607458	id558	1	246634715	246636583	id559	0.980707
2	77667063	77689855	id3554	2	87087902	87118481	id3571	0.995776
12	99797711	99799190	id1543	21	35172605	35174091	id4106	0.972109
1	79319663	79322791	id207	1	79348533	79351496	id208	0.971564
2	130245672	130286100	id3680	2	131172121	131401549	id3684	0.970801
12	95672288	95673959	id1540	3	9348393	9350081	id4378	0.900901
20	53601737	53605586	id4004	21	10415685	10521034	id4053	0.960687
17	47682402	47683638	id2867	7	19812927	19814031	id5804	0.912313
4	165548690	165550568	id5007	9	92314265	92316132	id6686	0.935519
7	56161205	56173541	id5916	7	69210221	69223283	id6071	0.902111
6	3003029	3004642	id5422	6	3051103	3052730	id5424	0.969546
16	17093169	17096423	id2403	19	35955987	35957340	id3265	0.918836
7	66690881	66701500	id6042	7	73900880	73911711	id6083	0.913402
19	11665720	11667094	id3132	4	24771477	24772747	id4791	0.904459
7	74869959	74923628	id6092	7	100196370	100199599	id6149	0.958993
15	71163264	71165515	id2241	2	54051111	54052629	id3512	0.91042
1	49842289	49846489	id166	19	58063443	58068550	id3443	0.926382
13	114301728	114305808	id1855	17	20309890	20560909	id2673	0.986343
3	198094133	198097843	id4744	5	84832784	84835736	id5222	0.916252
8	85637079	85664222	id6441	8	85714222	85829653	id6442	0.928424
15	43558937	43658153	id2174	15	43658491	43749512	id2175	0.981806
1	112669988	112671618	id270	2	159460928	159462537	id3730	0.948814
10	38800006	38808406	id758	10	38808436	38810264	id759	0.930034
12	68659276	68660471	id1501	5	76170084	76174209	id5203	0.99749
10	26890372	26899116	id654	10	27350322	27356965	id675	0.949815
16	89284311	89285440	id2593	2	81200000	81201171	id3559	0.909414
7	57453872	57455804	id5946	7	63991906	63993609	id5980	0.917443
7	65490786	65725022	id6012	7	126874697	126923610	id6198	0.971674
1	114914415	114916071	id273	10	59788762	59790433	id848	0.979256
19	16973345	16976153	id3159	7	9727960	9730039	id5794	0.973353
19	39241741	39248900	id3286	19	39264089	39273022	id3287	0.962947
6	131698187	131715930	id5678	7	144256420	144377283	id6245	0.995856
10	36900869	36942579	id727	11	80708108	80740007	id1176	0.913968
15	75697886	75717575	id2260	15	77858910	77894171	id2273	0.969267
12	63002801	63005083	id1493	6	157298626	157300875	id5726	0.917419
1	88980429	88983971	id224	9	30688951	30690960	id6561	0.941295
2	73165544	73172530	id3542	2	87087902	87118481	id3571	0.991821
18	12325062	12326075	id3005	6	3224754	3225826	id5430	0.900296
10	18622438	18638160	id628	10	18638315	18640469	id629	0.909863
20	50449480	50467392	id3995	7	57302438	57319987	id5941	0.927216
11	58795202	58796417	id1115	4	163519330	163520539	id4997	0.906801
17	43131794	43144629	id2829	17	46264000	46707123	id2855	0.920624
13	97716148	97717760	id1838	8	87361294	87362880	id6445	0.92401
12	1398431	1400427	id1296	13	34047338	34049601	id1714	0.914329
13	19377734	19520402	id1639	13	24418836	24450955	id1676	0.944387
15	41278763	41281887	id2164	6	160093940	160096221	id5730	0.903996
7	35045385	35092953	id5850	7	103157305	103288771	id6170	0.969338
7	48842147	48866908	id5886	7	48905409	48929450	id5887	0.983563
14	54474484	54478158	id1940	3	100661408	100665120	id4536	0.945724
1	173234959	173235983	id418	12	62247712	62248767	id1490	0.947007
11	83976815	83978086	id1180	5	83052845	83054116	id5219	0.972441
3	161250808	161252005	id4663	7	63897937	63909699	id5977	0.922754
11	114605253	114608913	id1236	11	114608970	114614128	id1237	0.902129
1	220253523	220255215	id503	11	14672918	14674601	id1017	0.946397
17	31189463	31191722	id2754	18	14168155	14170398	id3013	0.915239
11	129809035	129842575	id1276	9	33721769	33776663	id6577	0.952129
1	12780114	12799974	id40	1	13004384	13117600	id45	0.968644
10	133077475	133078725	id960	10	133078755	133079881	id961	0.948087
17	28326531	28328227	id2736	8	20932571	20934571	id6343	0.90241
1	1685863	1699583	id17	1	1740642	1752193	id20	0.987696
15	41278763	41281887	id2164	5	73018565	73020876	id5194	0.925795
13	92574546	92589612	id1833	15	99893015	99907117	id2341	0.914171
1	147084769	147086418	id323	1	148011628	148295008	id328	0.905707
16	81043157	81045177	id2576	9	95292993	95295017	id6708	0.968254
15	40122416	40123465	id2158	15	40133772	40136813	id2160	0.967588
16	84778891	84779922	id2578	22	15200000	15934152	id4157	0.968841
5	77784877	77786597	id5205	7	5527149	5529666	id5777	0.942274
13	18172239	18179472	id1618	2	95800215	95999959	id3603	0.963435
10	19051448	19053807	id630	8	99002019	99003866	id6460	0.90319
17	76679568	76680881	id2960	2	161339515	161340828	id3733	0.991622
3	120579184	120580764	id4565	6	141926535	141928115	id5695	0.998101
13	44939247	44941323	id1745	6	66091473	66093548	id5587	0.982143
10	54761135	54766645	id832	10	79649777	79908397	id872	0.935214
7	159131803	159134328	id6296	7	159162117	159165237	id6297	0.944039
4	183639638	183641468	id5020	7	39852696	39855253	id5870	0.995628
11	43130956	43133636	id1056	9	68220552	68416768	id6634	0.917964
4	184965144	184966343	id5025	4	184966355	184967751	id5026	0.949915
16	22833211	22834242	id2420	17	56288065	56289091	id2878	0.978537
17	4223719	4225054	id2623	3	134157133	134158264	id4613	0.952511
7	66567908	66589703	id6035	7	76107838	76168020	id6102	0.921147
12	53039235	53042210	id1467	7	104667731	104671583	id6171	0.983504
16	31558986	31567796	id2448	16	31789610	31797692	id2454	0.947512
