chr	coor_s	coor_e	ids	jumps
19	50074454	50090966	id3344	1.0
19	50091196	50138075	id3345	1.0
19	50603457	50606858	id3346	2.0
19	50608569	50623425	id3347	1.0
19	51097964	51099441	id3348	1.0
19	51182331	51183556	id3349	1.0
19	51210633	51212109	id3350	1.0
19	51224645	51226120	id3351	1.0
19	51326761	51330354	id3352	1.0
19	51414843	51417296	id3353	2.0
19	51443081	51444148	id3354	1.0
19	51463248	51464460	id3355	1.0
19	51600910	51602343	id3356	1.0
19	51629275	51630583	id3357	1.0
19	51645699	51647007	id3358	1.0
19	52015577	52018494	id3359	1.0
19	52108241	52110361	id3360	1.0
19	52486478	52515773	id3361	1.0
19	52528521	52558079	id3362	1.0
19	52586930	52588762	id3363	1.0
19	52634411	52635584	id3364	1.0
19	52643735	52645491	id3365	1.0
19	52695059	52717525	id3366	2.0
19	52757221	52780517	id3367	1.0
19	52787890	52789451	id3368	2.0
19	52800506	52809658	id3369	1.0
19	52814272	52823515	id3370	1.0
19	52833114	52834616	id3371	1.0
19	52840871	52850750	id3372	1.0
19	52850954	52860211	id3373	1.0
19	52871901	52876428	id3374	2.0
19	52889563	52890876	id3375	1.0
19	52937053	52944272	id3376	1.0
19	52947458	52949746	id3377	1.0
19	52955454	52956544	id3378	1.0
19	52980104	52983941	id3379	2.0
19	53003942	53005482	id3380	1.0
19	53265769	53275050	id3381	1.0
19	53277817	53286591	id3382	1.0
19	53297444	53305881	id3383	1.0
19	53310331	53317149	id3384	1.0
19	53329451	53331129	id3385	1.0
19	53332386	53338821	id3386	1.0
19	53364790	53369365	id3387	1.0
19	53383126	53384762	id3388	1.0
19	53392861	53397385	id3389	1.0
19	53397394	53412672	id3390	2.0
19	53417120	53418662	id3391	1.0
19	53421822	53425965	id3392	1.0
19	53426019	53429018	id3393	1.0
19	53429817	53458910	id3394	7.0
19	53465875	53494222	id3395	1.0
19	53500646	53501935	id3396	1.0
19	53502112	53505852	id3397	1.0
19	53512125	53515439	id3398	1.0
19	53616786	53618445	id3399	1.0
19	53665825	53667078	id3400	1.0
19	53668213	53669562	id3401	1.0
19	53771488	53773279	id3402	2.0
19	54219877	54225093	id3404	2.0
19	54239621	54244927	id3405	1.0
19	54270126	54288058	id3406	2.0
19	54288798	54290029	id3407	1.0
19	54292000	54296676	id3408	1.0
19	54357605	54366219	id3409	1.0
19	54367169	54376134	id3410	1.0
19	54491677	54500577	id3411	1.0
19	54501863	54511507	id3412	1.0
19	54573281	54577583	id3413	1.0
19	54589898	54597817	id3414	2.0
19	54598403	54602937	id3415	1.0
19	54606452	54607586	id3416	1.0
19	54622823	54646223	id3417	1.0
19	54662883	54664240	id3418	1.0
19	54695839	54698548	id3419	1.0
19	54725629	54790329	id3420	1.0
19	54807054	54868186	id3421	1.0
19	54939159	54940305	id3422	1.0
19	54982316	54983462	id3423	1.0
19	55201492	55204055	id3424	1.0
19	55204784	55206962	id3425	1.0
19	55731998	55733550	id3426	1.0
19	55756123	55765055	id3427	1.0
19	55766130	55775058	id3428	1.0
19	56318241	56319758	id3430	1.0
19	56494160	56495437	id3431	1.0
19	56672577	56673901	id3432	1.0
19	57487050	57498394	id3433	1.0
19	57498877	57512283	id3434	1.0
19	57807751	57809481	id3435	1.0
19	57816864	57823624	id3436	1.0
19	57824603	57826870	id3437	2.0
19	57827799	57842870	id3438	2.0
19	57849726	57865394	id3439	1.0
19	57872905	57890540	id3440	1.0
19	57904491	57920546	id3441	2.0
19	58046630	58048213	id3442	1.0
19	58063443	58068550	id3443	1.0
19	58516393	58517671	id3444	1.0
19	58539020	58540918	id3445	1.0
19	58541072	58542895	id3446	1.0
19	58586599	58607616	id3447	2.0
2	13454	28103	id3448	1.0
2	30141	32217	id3449	1.0
2	98138	103058	id3450	1.0
2	164215	179094	id3451	1.0
2	276977	278280	id3452	1.0
2	296129	297613	id3453	1.0
2	1342275	1344208	id3457	1.0
2	1344319	1346250	id3458	1.0
2	1533040	1534230	id3460	1.0
2	1535690	1536999	id3461	1.0
2	2034254	2035342	id3462	1.0
2	2035359	2036450	id3463	1.0
2	3294458	3295673	id3464	1.0
2	3295702	3296770	id3465	1.0
2	4513878	4515150	id3466	1.0
2	5624612	5657316	id3467	1.0
2	6277368	6280508	id3468	1.0
2	6494014	6495974	id3469	1.0
2	7178082	7180127	id3470	1.0
2	8728932	8730579	id3471	1.0
2	9583976	9585345	id3472	4.0
2	11257612	11259744	id3473	1.0
2	11307870	11309171	id3474	1.0
2	11424545	11425985	id3475	1.0
2	11445296	11446525	id3476	1.0
2	12023469	12026597	id3477	3.0
2	13368854	13423411	id3478	2.0
2	13439907	13457315	id3479	1.0
2	17385071	17386586	id3480	2.0
2	23943822	23945086	id3481	1.0
2	24238934	24242110	id3482	2.0
2	24330306	24332371	id3483	1.0
2	25808672	25810716	id3484	1.0
2	25822284	25824089	id3485	2.0
2	28014641	28016559	id3486	2.0
2	30516901	30518537	id3487	1.0
2	30642656	30643705	id3488	1.0
2	31359245	31362719	id3489	2.0
2	32202630	32204228	id3490	2.0
2	33636441	33637801	id3491	2.0
2	33839514	33840742	id3492	4.0
2	36894400	36899426	id3493	1.0
2	36919917	36931947	id3494	1.0
2	36936031	36939131	id3495	1.0
2	37096205	37099205	id3496	1.0
2	37149073	37150756	id3497	1.0
2	37645160	37646662	id3498	1.0
2	38481774	38482876	id3499	4.0
2	38695725	38717229	id3500	2.0
2	41156532	41158190	id3501	1.0
2	41819723	41821656	id3502	1.0
2	42824727	42827702	id3503	1.0
2	44643759	44644784	id3504	1.0
2	46580925	46583116	id3505	1.0
2	46758517	46762314	id3506	2.0
2	46901873	46903003	id3507	1.0
2	47815167	47816168	id3508	1.0
2	48914185	48915441	id3509	1.0
2	53059883	53061168	id3510	1.0
2	53756641	53761414	id3511	2.0
2	54051111	54052629	id3512	1.0
2	55449935	55451384	id3513	1.0
2	55455038	55456470	id3514	1.0
2	55547307	55549623	id3515	1.0
2	55634080	55636395	id3516	1.0
2	55890374	55891466	id3517	1.0
2	58251629	58252686	id3518	1.0
2	62089642	62092602	id3519	1.0
2	62094495	62096381	id3520	2.0
2	62146297	62147339	id3521	2.0
2	62560088	62561434	id3522	2.0
2	62715467	62716634	id3523	1.0
2	63751355	63752594	id3524	1.0
2	64494533	64495819	id3525	1.0
2	65268563	65271253	id3526	1.0
2	68174733	68176235	id3527	1.0
2	68526432	68530886	id3528	2.0
2	69319779	69321331	id3529	1.0
2	69698380	69708907	id3530	1.0
2	69712330	69716480	id3531	1.0
2	69878906	69881313	id3532	1.0
2	70088080	70089142	id3533	1.0
2	70295974	70297480	id3534	2.0
2	70803053	70804251	id3535	1.0
2	70809934	70811421	id3536	1.0
2	71008903	71016928	id3537	2.0
2	71016957	71058013	id3538	2.0
2	71078327	71086357	id3539	2.0
2	71094855	71096051	id3540	1.0
2	71178592	71185243	id3541	1.0
2	73165544	73172530	id3542	1.0
2	73599019	73605590	id3543	1.0
2	73617220	73645098	id3544	1.0
2	73648352	73651129	id3545	1.0
2	73670646	73704781	id3546	2.0
2	73711373	73714125	id3547	1.0
2	73782584	73796145	id3548	1.0
2	73796973	73811262	id3549	1.0
2	74214076	74217613	id3550	2.0
2	74306657	74308051	id3551	1.0
2	74416810	74418657	id3552	1.0
2	74555151	74557548	id3553	1.0
2	77667063	77689855	id3554	1.0
2	77953830	77955237	id3555	1.0
2	78411902	78413159	id3556	2.0
2	80139415	80141018	id3557	1.0
2	80161339	80162809	id3558	1.0
2	81200000	81201171	id3559	1.0
2	82856815	82860185	id3560	1.0
2	83216982	83219104	id3561	1.0
2	84290697	84291769	id3562	1.0
2	84775988	84778257	id3563	1.0
2	84962839	84965440	id3564	1.0
2	85313638	85317428	id3565	1.0
2	85342334	85345201	id3566	1.0
2	85542974	85545280	id3567	1.0
2	86708833	86743083	id3568	1.0
2	86834205	86913564	id3569	1.0
2	86914962	87087879	id3570	5.0
2	87087902	87118481	id3571	2.0
2	87118488	87431399	id3572	2.0
2	87431439	87697988	id3573	1.0
2	87699047	87824700	id3574	2.0
2	87961254	87995626	id3575	2.0
2	88016800	88022823	id3576	2.0
2	88755714	88758070	id3577	1.0
2	88764439	88788066	id3578	2.0
2	88801051	88812762	id3579	1.0
2	88813960	88829181	id3580	1.0
2	88933701	88958143	id3581	2.0
2	88960061	88972785	id3582	1.0
2	88972806	89330679	id3583	3.0
2	89530679	89685992	id3584	2.0
2	89753993	89772441	id3585	2.0
2	89851927	90063667	id3586	2.0
2	90077758	90190711	id3587	2.0
2	90199230	90201467	id3588	1.0
2	90205572	90387579	id3589	2.0
2	90391828	90402511	id3590	1.0
2	91415822	91839817	id3592	4.0
2	91840071	92084545	id3593	4.0
2	94185478	94293015	id3594	2.0
2	94571013	94947869	id3595	4.0
2	95083629	95087580	id3596	1.0
2	95399415	95496989	id3597	2.0
2	95507883	95529634	id3598	1.0
2	95533760	95543231	id3599	1.0
2	95543317	95550023	id3600	2.0
2	95572192	95744193	id3601	1.0
2	95745586	95800190	id3602	2.0
2	95800215	95999959	id3603	3.0
2	96000000	96073263	id3604	3.0
2	97005693	97040719	id3605	1.0
2	97040730	97105426	id3606	3.0
2	97105467	97348052	id3607	3.0
2	97360454	97439618	id3608	2.0
2	97489618	97597982	id3609	2.0
2	97600000	97633893	id3610	1.0
2	97633951	97643144	id3611	3.0
2	97827151	97828358	id3612	3.0
2	99194750	99197435	id3613	1.0
2	99299123	99302137	id3614	1.0
2	99306392	99309654	id3615	1.0
2	100080589	100104733	id3616	1.0
2	100424610	100428272	id3617	2.0
2	100509294	100510358	id3618	1.0
2	100589908	100591391	id3619	1.0
2	102316150	102317565	id3620	1.0
2	103516874	103518181	id3621	1.0
2	104771190	104772752	id3622	1.0
2	106203491	106206360	id3623	1.0
2	106215831	106257100	id3624	2.0
2	106263941	106268697	id3625	1.0
2	106276910	106286990	id3626	1.0
2	106367374	106515037	id3627	3.0
2	106697030	106698742	id3628	3.0
2	106938397	106941476	id3629	2.0
2	107825873	107903170	id3630	2.0
2	107903191	107924082	id3631	1.0
2	108405282	108406500	id3632	1.0
2	108493300	108530426	id3633	3.0
2	108595887	108601811	id3634	1.0
2	108650578	108687692	id3635	1.0
2	108687761	108691497	id3636	1.0
2	108715217	108771738	id3637	3.0
2	109542867	109544324	id3638	1.0
2	109673785	109683520	id3639	1.0
2	109685127	109689806	id3640	1.0
2	109731396	110101714	id3641	9.0
2	110102173	110104530	id3642	1.0
2	110185037	110186837	id3643	1.0
2	110228182	110276168	id3644	2.0
2	110276210	110634615	id3645	6.0
2	110695526	110699475	id3646	1.0
2	110967774	110968796	id3647	2.0
2	111223194	111224259	id3648	1.0
2	111224265	111225336	id3649	1.0
2	111252925	111519068	id3650	2.0
2	111525222	111615296	id3651	1.0
2	111719716	111882691	id3652	2.0
2	112278330	112287893	id3653	1.0
2	112291400	112293808	id3654	1.0
2	112347166	112449874	id3655	2.0
2	112495644	112501717	id3656	1.0
2	112933325	112935766	id3657	1.0
2	112980339	112981443	id3658	2.0
2	113283970	113390632	id3659	1.0
2	113401245	113403694	id3660	2.0
2	113407615	113410311	id3661	1.0
2	113410324	113602734	id3662	3.0
2	113603235	113652133	id3663	2.0
2	113652180	113672162	id3664	1.0
2	114691819	114697834	id3665	1.0
2	117830586	117832364	id3666	1.0
2	121708231	121709456	id3667	1.0
2	126555292	126558262	id3668	2.0
2	126688117	126691683	id3669	1.0
2	126691725	126695270	id3670	1.0
2	127249353	127250671	id3671	1.0
2	127846278	127847787	id3672	1.0
2	127884990	127887187	id3673	1.0
2	128036817	128043195	id3674	1.0
2	128265479	128268873	id3675	1.0
2	128517288	128519259	id3676	2.0
2	129920841	129935917	id3677	1.0
2	129936923	130000000	id3678	2.0
2	130002976	130241112	id3679	3.0
2	130245672	130286100	id3680	1.0
2	130383627	130384756	id3681	1.0
2	130393987	130395112	id3682	1.0
2	130401225	130719935	id3683	2.0
2	131172121	131401549	id3684	4.0
2	131419979	131423981	id3685	1.0
2	131433204	131791111	id3686	5.0
2	131791143	132220279	id3687	6.0
2	132247899	132364061	id3688	2.0
2	134606908	134608361	id3689	1.0
2	134608451	134609921	id3690	1.0
2	134966420	134967857	id3691	3.0
2	135111800	135112915	id3692	1.0
2	135136624	135137653	id3693	2.0
2	135509047	135510753	id3694	1.0
2	136198679	136200610	id3695	1.0
2	136484267	136485689	id3696	1.0
2	137853502	137854878	id3697	1.0
2	137856793	137858178	id3698	1.0
2	137882386	137936034	id3699	1.0
2	137936535	137943872	id3700	1.0
2	138287141	138288848	id3701	1.0
2	138307655	138309111	id3702	1.0
2	138410662	138413314	id3703	1.0
2	138568935	138570362	id3704	1.0
2	143071350	143072856	id3705	1.0
2	144388019	144390023	id3706	1.0
2	144869381	144870509	id3707	1.0
2	144871433	144872560	id3708	1.0
2	147953620	147954864	id3709	1.0
2	148207830	148213299	id3710	1.0
2	148216451	148217779	id3711	3.0
2	148870000	148872403	id3712	1.0
2	149320751	149324770	id3713	1.0
2	149819886	149823752	id3714	1.0
2	151577838	151599082	id3715	1.0
2	151600000	151609620	id3716	1.0
2	151796660	151798911	id3717	1.0
2	151801030	151803131	id3718	1.0
2	152260265	152262431	id3719	1.0
2	155082485	155085074	id3720	1.0
2	155472644	155475222	id3721	1.0
2	156262954	156265164	id3722	1.0
2	156265766	156267091	id3723	1.0
2	156584943	156586154	id3724	1.0
2	157378489	157380505	id3725	2.0
2	157663681	157664860	id3726	1.0
2	158846948	158877508	id3727	3.0
2	158880459	158888110	id3728	1.0
2	159079637	159082370	id3729	1.0
2	159460928	159462537	id3730	1.0
2	160272153	160273330	id3731	1.0
2	161278538	161282671	id3732	1.0
2	161339515	161340828	id3733	1.0
2	161499151	161501077	id3734	1.0
2	161501300	161503117	id3735	1.0
2	161780434	161781516	id3736	1.0
2	164972851	164999047	id3737	2.0
2	167713491	167717439	id3738	3.0
2	169636094	169637744	id3739	1.0
2	169768937	169769964	id3740	1.0
2	170600144	170602334	id3741	3.0
2	170751708	170753089	id3742	2.0
2	170992164	170993959	id3743	1.0
2	171826132	171827701	id3744	1.0
2	172165403	172167036	id3745	2.0
2	173540424	173544076	id3746	1.0
2	173908529	173910261	id3747	1.0
2	173954875	173956233	id3748	1.0
2	174309296	174311025	id3749	2.0
2	174719799	174720851	id3750	3.0
2	175310420	175311464	id3751	2.0
2	175698456	175700129	id3752	1.0
2	175704879	175706555	id3753	1.0
2	175842889	175844867	id3754	1.0
2	175844945	175846467	id3755	1.0
2	177219035	177221381	id3756	1.0
2	177221475	177223853	id3757	1.0
2	177550748	177553458	id3758	1.0
2	177616686	177619446	id3759	1.0
2	177949042	177951899	id3760	1.0
2	177994816	177997272	id3761	1.0
2	178819823	178820893	id3763	1.0
2	179328831	179331796	id3764	1.0
2	181961142	181962525	id3765	2.0
2	183070842	183072563	id3766	1.0
2	183260863	183265957	id3767	1.0
2	184248117	184249517	id3768	2.0
2	185545714	185547818	id3769	1.0
2	186948237	186957257	id3770	3.0
2	187001146	187003398	id3771	1.0
2	187825230	187827856	id3772	2.0
2	189311190	189312586	id3773	6.0
2	189822700	189824484	id3774	1.0
2	189923167	189924878	id3775	4.0
2	189928360	189930396	id3776	1.0
2	191879995	191882291	id3777	1.0
2	193527984	193529394	id3778	1.0
2	194187320	194189061	id3779	1.0
2	195334676	195340075	id3780	1.0
2	195713599	195716237	id3781	2.0
2	197379367	197380990	id3782	3.0
2	197486583	197489247	id3783	2.0
2	197550272	197552391	id3784	1.0
2	199085005	199086111	id3785	1.0
2	199659455	199662698	id3786	2.0
2	200822144	200823837	id3787	1.0
2	201063020	201064765	id3788	6.0
2	201136799	201139003	id3789	2.0
2	201170276	201171304	id3790	1.0
2	201212295	201213741	id3791	1.0
2	201409299	201411190	id3792	1.0
2	202199468	202201875	id3793	1.0
2	202616985	202618871	id3794	1.0
2	202773151	202774391	id3795	1.0
2	202912290	202916023	id3796	1.0
2	203040094	203041349	id3797	2.0
2	203314567	203315893	id3798	1.0
2	203633537	203634899	id3799	1.0
2	203764235	203765529	id3800	2.0
2	203772333	203773597	id3801	2.0
2	205896572	205898414	id3802	1.0
2	206115546	206116563	id3803	1.0
2	206408242	206410271	id3804	1.0
2	206418965	206420314	id3805	2.0
2	206714956	206716092	id3806	1.0
2	207078463	207081266	id3807	1.0
2	207316786	207317859	id3808	1.0
2	207753585	207756174	id3809	1.0
2	209492263	209494992	id3810	1.0
2	210019666	210020822	id3811	1.0
2	211774398	211775768	id3812	1.0
2	211872679	211873978	id3813	1.0
2	213783329	213784628	id3814	1.0
2	216154939	216156550	id3815	1.0
2	216975000	216976085	id3816	1.0
2	217760052	217761311	id3817	3.0
2	217941806	217944491	id3818	1.0
2	218063850	218066153	id3819	1.0
2	218101467	218102607	id3820	1.0
2	218200329	218201856	id3821	2.0
2	222452044	222453477	id3823	2.0
2	222645639	222647641	id3824	2.0
2	223370002	223371326	id3825	1.0
2	223374401	223375494	id3826	1.0
2	226493611	226494704	id3827	1.0
2	227869169	227870548	id3828	2.0
2	227954633	227956248	id3829	1.0
2	228574273	228575677	id3830	1.0
2	230045656	230046723	id3831	1.0
2	230068577	230069815	id3832	1.0
2	230309797	230317583	id3833	1.0
2	230400000	230408925	id3834	1.0
2	230514923	230516086	id3835	1.0
2	230571881	230573956	id3836	3.0
2	230819677	230821072	id3837	1.0
2	231432934	231434011	id3838	1.0
2	232320969	232324609	id3840	1.0
2	232324958	232327541	id3841	1.0
2	232329018	232339498	id3842	1.0
2	232345086	232347125	id3843	1.0
2	232364862	232366002	id3844	1.0
2	232378041	232383859	id3845	1.0
2	232406152	232411442	id3846	1.0
2	232432104	232434289	id3847	1.0
2	232438402	232440924	id3848	1.0
2	232441282	232450239	id3849	1.0
2	232451443	232453438	id3850	1.0
2	233585530	233594109	id3851	1.0
2	233647926	233657233	id3852	1.0
2	233710997	233714453	id3853	1.0
2	233714471	233720642	id3854	1.0
2	233725344	233746820	id3855	2.0
2	233746841	233758247	id3856	1.0
2	236124041	236125976	id3858	1.0
2	237520607	237521777	id3859	1.0
2	237522631	237523927	id3860	2.0
2	237762606	237765911	id3861	1.0
2	238231811	238234345	id3862	2.0
2	239280763	239281880	id3863	1.0
2	239281944	239283035	id3864	1.0
2	240029508	240030578	id3865	1.0
2	240045151	240046221	id3866	1.0
2	240672506	240685789	id3867	1.0
2	240688966	240701802	id3868	1.0
2	241352742	241354024	id3870	1.0
2	241805270	241806691	id3871	1.0
2	241806706	241808094	id3872	1.0
2	242006404	242008430	id3874	1.0
2	242008672	242010657	id3875	1.0
2	242014065	242020533	id3876	1.0
2	242025933	242033706	id3877	2.0
2	242065528	242119869	id3878	1.0
2	242119885	242183529	id3879	2.0
20	1368977	1370073	id3880	1.0
20	1567998	1582772	id3881	1.0
20	1601239	1615828	id3882	1.0
20	1745783	1746886	id3883	1.0
20	1937315	1938440	id3884	1.0
20	2942107	2943130	id3885	2.0
20	3360492	3362346	id3886	1.0
20	3489302	3491010	id3887	1.0
20	3516738	3518277	id3888	1.0
20	4031884	4035967	id3889	1.0
20	5099851	5100931	id3890	1.0
20	5291104	5292433	id3891	1.0
20	5471339	5475268	id3892	1.0
20	5500236	5504461	id3893	1.0
20	5546475	5547854	id3894	1.0
20	6199601	6201484	id3895	1.0
20	6368713	6369869	id3896	1.0
20	7830552	7832265	id3897	1.0
20	10385699	10388593	id3898	1.0
20	10612864	10614041	id3899	1.0
20	11604960	11608645	id3900	1.0
20	12380006	12381529	id3901	2.0
20	12633976	12636841	id3902	1.0
20	13392721	13393728	id3903	1.0
20	13614933	13625795	id3904	1.0
20	17339036	17340817	id3905	1.0
20	17953995	17955477	id3906	1.0
20	18011791	18013067	id3907	2.0
20	21486863	21488621	id3908	1.0
20	22272052	22273225	id3909	1.0
20	22396180	22397436	id3910	1.0
20	22732742	22734125	id3911	1.0
20	23662348	23711445	id3912	2.0
20	23711468	23778790	id3913	3.0
20	23780966	23782205	id3914	1.0
20	23782229	23832714	id3915	1.0
20	23841405	23860594	id3916	1.0
20	23869892	23871088	id3917	1.0
20	23889551	23892781	id3918	1.0
20	23976749	23995992	id3919	2.0
20	25099970	25101596	id3920	1.0
20	25615386	25616583	id3921	1.0
20	25628007	25630450	id3922	1.0
20	25752456	26189680	id3923	8.0
20	26189686	26194089	id3924	2.0
20	26194106	26246414	id3925	3.0
20	26247556	26285964	id3926	1.0
20	28557053	28643629	id3927	2.0
20	28646295	28648109	id3928	3.0
20	28686238	28696126	id3929	1.0
20	28933138	29044808	id3930	2.0
20	29045065	29125796	id3931	2.0
20	29272463	29412507	id3932	2.0
20	29413577	29447273	id3933	3.0
20	29447397	29451701	id3934	2.0
20	29452301	29493658	id3935	2.0
20	29493941	29538733	id3936	1.0
20	29538783	29540234	id3937	2.0
20	29540284	29564411	id3938	2.0
20	29565353	29688645	id3939	2.0
20	29737064	29756281	id3940	2.0
20	29756356	29852390	id3941	2.0
20	29865059	29884014	id3942	1.0
20	30159796	30286375	id3943	1.0
20	30286388	30425128	id3944	2.0
20	30471769	30595084	id3945	3.0
20	30595090	30605547	id3946	2.0
20	30617093	30761898	id3947	1.0
20	30811898	30924862	id3948	5.0
20	31057850	31059191	id3949	1.0
20	31059245	31060850	id3950	1.0
20	31061799	31063303	id3951	1.0
20	31063419	31064888	id3952	1.0
20	32169591	32170841	id3953	1.0
20	32192507	32202290	id3954	1.0
20	32688923	32691042	id3955	1.0
20	32848671	32850405	id3956	2.0
20	33790986	33792216	id3957	1.0
20	34013929	34014953	id3958	1.0
20	34200102	34202080	id3959	1.0
20	34213493	34216329	id3960	1.0
20	34222625	34225771	id3961	1.0
20	34228192	34231418	id3962	1.0
20	34243474	34246515	id3963	1.0
20	34401308	34402764	id3964	2.0
20	35878401	35879729	id3965	2.0
20	36045621	36050962	id3966	2.0
20	38977430	38978514	id3967	2.0
20	41123193	41124487	id3968	1.0
20	41996539	41998248	id3969	1.0
20	43296591	43297680	id3970	1.0
20	43457893	43461769	id3971	1.0
20	44906002	44908520	id3972	1.0
20	45976959	45979898	id3973	1.0
20	46378795	46400966	id3974	1.0
20	46406866	46410217	id3975	1.0
20	47791287	47805136	id3976	1.0
20	47818701	47849368	id3977	2.0
20	47871368	47872976	id3978	1.0
20	47873519	47875870	id3979	1.0
20	47888250	47914853	id3980	2.0
20	47957537	47958801	id3981	1.0
20	47966327	47967769	id3982	1.0
20	48117022	48128286	id3983	1.0
20	48211619	48214926	id3984	1.0
20	48387526	48388912	id3985	1.0
20	48396991	48398265	id3986	1.0
20	48483097	48523056	id3987	3.0
20	48523457	48525055	id3988	1.0
20	48597626	48601033	id3989	1.0
20	49113666	49114893	id3990	1.0
20	49956695	49958096	id3991	1.0
20	50081141	50082915	id3992	3.0
20	50347994	50420205	id3993	1.0
20	50437625	50441177	id3994	1.0
20	50449480	50467392	id3995	1.0
20	50637337	50643026	id3996	1.0
20	50766704	50772668	id3997	1.0
20	50958853	50960746	id3998	1.0
20	51130710	51131745	id3999	1.0
20	52084026	52085267	id4000	1.0
20	53518289	53519381	id4001	1.0
20	53542132	53543194	id4002	1.0
20	53583262	53596928	id4003	2.0
20	53601737	53605586	id4004	1.0
20	53874497	53875558	id4005	1.0
20	54814866	54819418	id4006	1.0
20	56286371	56287498	id4007	1.0
20	56366068	56368644	id4008	1.0
20	57358638	57360238	id4009	1.0
20	57487929	57489130	id4010	2.0
20	59033144	59035122	id4011	2.0
20	59338198	59339354	id4012	1.0
20	59358298	59359454	id4013	1.0
20	63639707	63642299	id4016	1.0
20	63932109	63936023	id4017	1.0
20	64125251	64126555	id4018	1.0
20	64126573	64127884	id4019	1.0
20	64173435	64174929	id4020	1.0
20	64174941	64176488	id4021	1.0
20	64273499	64276018	id4022	1.0
20	64282024	64334159	id4023	2.0
21	5010000	5166246	id4024	1.0
21	5216247	5393542	id4025	2.0
21	5443558	5449012	id4026	2.0
21	5499012	5627596	id4027	2.0
21	5677596	5796009	id4028	2.0
21	5846009	5916593	id4029	1.0
21	5966593	6161371	id4030	1.0
21	6211371	6377258	id4031	2.0
21	6427258	6580181	id4032	1.0
21	6630181	6739085	id4033	2.0
21	6789085	6934219	id4034	3.0
21	6984219	7149527	id4035	2.0
21	7200002	7324129	id4036	4.0
21	7377865	7500890	id4037	2.0
21	7550890	7693700	id4038	1.0
21	7743710	7865746	id4039	1.0
21	8099839	8260971	id4040	2.0
21	8310971	8472360	id4041	3.0
21	8522360	8706715	id4042	2.0
21	8756715	8886604	id4043	2.0
21	8986604	8993117	id4044	1.0
21	8996476	9090780	id4045	1.0
21	9090790	9196087	id4046	2.0
21	9249135	9377143	id4047	2.0
21	9527143	9592921	id4048	2.0
21	9594592	9699780	id4049	2.0
21	9737343	9767383	id4050	1.0
21	9768587	10167951	id4051	2.0
21	10325509	10414915	id4052	4.0
21	10415685	10521034	id4053	3.0
21	10521101	10616660	id4054	3.0
21	10616884	10651728	id4055	1.0
21	10662108	10663734	id4056	1.0
21	10665158	10666711	id4057	1.0
21	12997142	13342186	id4058	1.0
21	13342205	13429256	id4059	2.0
21	13429266	13986920	id4060	10.0
21	13987877	13990111	id4061	1.0
21	13995638	13996842	id4062	1.0
21	14000000	14054483	id4063	2.0
21	14055866	14069658	id4064	4.0
21	14083922	14092068	id4065	2.0
21	14094888	14106410	id4066	2.0
21	14627287	14628449	id4067	1.0
21	15944541	15947009	id4068	1.0
21	17516973	17518567	id4069	1.0
21	17565424	17567760	id4070	2.0
21	18459781	18462411	id4071	1.0
21	21876039	21877520	id4072	1.0
21	22435045	22437372	id4073	1.0
21	22437885	22438958	id4074	1.0
21	23102222	23103523	id4075	1.0
21	23390260	23391294	id4076	1.0
21	23706992	23708226	id4077	1.0
21	24905951	24907184	id4078	1.0
21	25361798	25362924	id4079	1.0
21	25769000	25772460	id4080	1.0
21	26233486	26235886	id4081	1.0
21	27844216	28027212	id4082	2.0
21	28027246	28063258	id4083	1.0
21	28872799	28876493	id4084	1.0
21	28887042	28889300	id4085	1.0
21	28897926	28902491	id4086	1.0
21	30754829	30756114	id4087	2.0
21	31061913	31063160	id4088	1.0
21	31302062	31303515	id4089	1.0
21	31623951	31627102	id4090	1.0
21	32428131	32441079	id4091	1.0
21	32443713	32454242	id4092	1.0
21	32466150	32468188	id4093	1.0
21	32498174	32511337	id4094	1.0
21	32538533	32540031	id4095	1.0
21	32540051	32556467	id4096	1.0
21	32562300	32564195	id4097	1.0
21	32564217	32569106	id4098	1.0
21	32569143	32573634	id4099	2.0
21	32590449	32592511	id4100	1.0
21	32592966	32595787	id4101	1.0
21	32613598	32623872	id4102	2.0
21	33449073	33450863	id4103	1.0
21	33575591	33577480	id4104	1.0
21	34374239	34495759	id4105	1.0
21	35172605	35174091	id4106	1.0
21	35705633	35708173	id4107	1.0
21	35886997	35890233	id4108	2.0
21	36050911	36051999	id4109	1.0
21	36130450	36131907	id4110	1.0
21	36485870	36487386	id4111	1.0
21	39193945	39195700	id4112	1.0
21	39296453	39298583	id4113	2.0
21	42841202	42842587	id4115	1.0
21	42917092	42918568	id4116	1.0
21	43035650	43187643	id4117	1.0
21	43376889	43571979	id4118	1.0
21	44095805	44253496	id4119	1.0
21	44538462	44540175	id4120	2.0
21	44549784	44552210	id4121	2.0
21	44573690	44575027	id4122	2.0
21	44578940	44580603	id4123	1.0
21	44591386	44592491	id4124	1.0
21	44600568	44601734	id4125	1.0
21	44612289	44613717	id4126	1.0
21	44627136	44628966	id4127	1.0
21	44636680	44637963	id4128	1.0
21	44654735	44656405	id4129	1.0
21	44665770	44667056	id4130	1.0
21	44681158	44682298	id4131	1.0
21	44684561	44686322	id4132	1.0
21	44918569	44920142	id4133	1.0
21	44976679	44979241	id4134	1.0
21	46381956	46383196	id4135	1.0
21	46383273	46384618	id4136	1.0
