chr,coor_s,coor_e,ids,length,centro,telo,gaps,genes,intra_frac,cpgisl_in,cpgisl_bor,ctcf,repli_in,repli_bor,repli_bor_deriv,repli_deriv,repli_vari,recomb_in,recomb_bor,dnase_in,dnase_bor,DNA_l,LINE_l,LTR_l,SINE_l,Low_complexity_l,Retroposon_l,Satellite_l,Simple_repeat_l,rRNA_l,snRNA_l,scRNA_l,srpRNA_l,tRNA_l,RC_l,DNA_r,LINE_r,LTR_r,SINE_r,Low_complexity_r,Retroposon_r,Satellite_r,Simple_repeat_r,rRNA_r,snRNA_r,scRNA_r,srpRNA_r,tRNA_r,RC_r,L1_s_l,L2_s_l,MIR_s_l,Alu_s_l,Satellite_s_l,L1_s_r,L2_s_r,MIR_s_r,Alu_s_r,Satellite_s_r,used_coor_l_s,used_coor_l_e,used_coor_r_s,used_coor_r_e,CG_frac_l,CG_frac_r,CG_frac_in,jumps
11,121360385,121362917,id1255,2532,66935311,13713705,0,0,0.5,0,0,0,13.5,13.0,13.0,1.0,0.577,2.013,2.013,9.513,10.68,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,121360335,121360385,121362917,121362967,0.38,0.42,0.39178515007898895,2.0
11,122613346,122614643,id1256,1297,68188272,12461979,0,0,0.0,0,0,0,2.0,2.0,2.0,3.885,1.31,1.338,1.338,31.596,39.412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122613296,122613346,122614643,122614693,0.18,0.52,0.5150346954510409,1.0
11,122616535,122619466,id1257,2931,68191461,12457156,0,0,0.0,0,0,0,2.0,2.0,2.0,3.885,1.31,1.338,1.338,16.842,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,122616485,122616535,122619466,122619516,0.34,0.3,0.5162060730126237,1.0
11,123018575,123019611,id1258,1036,68593501,12057011,0,1,0.0,0,0,0,7.333,7.5,8.0,1.0,0.577,2.263,2.263,86.75,116.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123018525,123018575,123019611,123019661,0.56,0.3,0.5318532818532818,1.0
11,123057491,123061332,id1259,3841,68632417,12015290,0,1,0.333,0,0,0,8.4,8.5,9.0,1.0,0.548,2.263,2.263,11.223,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123057441,123057491,123061332,123061382,0.46,0.18,0.4329601666232752,1.0
11,123596744,123599457,id1260,2713,69171670,11477165,0,1,0.5,0,0,0,42.0,42.0,42.0,3.885,1.31,2.263,2.263,41.35,10.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,123596694,123596744,123599457,123599507,0.22,0.54,0.4596387762624401,2.0
11,123872985,123874522,id1261,1537,69447911,11202100,0,0,0.0,0,0,0,55.0,55.0,55.0,3.885,1.31,2.446,2.446,15.54,39.412,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,123872935,123872985,123874522,123874572,0.32,0.28,0.3923227065712427,1.0
11,124380443,124385605,id1262,5162,69955369,10691017,0,1,1.0,0,0,0,4.333,4.667,5.0,1.0,0.516,2.446,2.446,6.81,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,124380393,124380443,124385605,124385655,0.32,0.22,0.37698566447113524,1.0
11,124394291,124399884,id1263,5593,69969217,10676738,0,1,1.0,0,0,0,4.0,4.0,4.0,3.885,1.31,2.446,2.446,35.545,29.79,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,124394241,124394291,124399884,124399934,0.02,0.36,0.37976041480421957,1.0
11,124766724,124768028,id1264,1304,70341650,10308594,0,1,0.0,0,0,0,5.0,5.0,5.0,3.885,1.31,1.146,1.146,31.596,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124766674,124766724,124768028,124768078,0.26,0.38,0.4125766871165644,1.0
11,125583520,125584682,id1265,1162,71158446,9491940,0,2,1.0,0,0,0,7.0,7.0,7.0,3.885,1.31,1.146,1.146,9.89,7.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125583470,125583520,125584682,125584732,0.38,0.3,0.45266781411359724,1.0
11,126067450,126068601,id1266,1151,71642376,9008021,0,0,0.0,0,0,0,35.5,35.5,36.0,1.0,0.707,1.272,1.272,31.596,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126067400,126067450,126068601,126068651,0.7,0.28,0.38922675933970463,1.0
11,126363904,126369670,id1267,5766,71938830,8706952,0,1,1.0,0,0,1,12.571,12.0,14.0,4.0,1.813,1.272,1.272,24.786,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126363854,126363904,126369670,126369720,0.74,0.16,0.5796045785639958,1.0
11,126373296,126376163,id1268,2867,71948222,8700459,0,1,1.0,0,0,0,10.25,10.5,11.0,1.0,0.5,1.272,1.272,5.365,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126373246,126373296,126376163,126376213,0.48,0.38,0.5231949773282176,1.0
11,126381102,126387320,id1269,6218,71956028,8689302,0,1,1.0,0,0,0,11.143,11.5,12.0,1.0,0.378,1.272,1.272,128.136,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126381052,126381102,126387320,126387370,0.7,0.24,0.5808941781923448,1.0
11,126394204,126397345,id1270,3141,71969130,8679277,0,1,1.0,0,0,0,10.0,9.667,10.0,2.0,0.816,1.272,1.272,7.727,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126394154,126394204,126397345,126397395,0.56,0.44,0.5243553008595988,1.0
11,127940315,127941714,id1271,1399,73515241,7134908,0,0,0.5,0,0,0,1.0,1.0,1.0,3.885,1.31,0.188,0.188,31.596,39.412,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127940265,127940315,127941714,127941764,0.22,0.68,0.3945675482487491,2.0
11,129667402,129671168,id1272,3766,75242328,5405454,0,0,0.0,0,0,0,8.0,7.667,8.0,3.885,1.31,2.712,2.712,31.596,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,129667352,129667402,129671168,129671218,0.54,0.08,0.38874137015400956,1.0
11,129694858,129696731,id1273,1873,75269784,5379891,0,0,0.0,0,0,0,5.667,5.5,6.0,1.0,0.577,2.712,2.712,31.596,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129694808,129694858,129696731,129696781,0.52,0.7,0.5712760277629472,1.0
11,129750494,129772608,id1274,22114,75325420,5304014,0,0,0.0,0,0,0,2.261,2.0,3.0,2.0,0.619,2.712,2.712,26.655,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129750444,129750494,129772608,129772658,0.68,0.32,0.42733110246902417,1.0
11,129788065,129789686,id1275,1621,75362991,5286936,0,0,0.0,0,0,0,1.0,1.0,1.0,3.885,1.31,2.712,2.712,5.115,39.412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129788015,129788065,129789686,129789736,0.22,0.44,0.3195558297347316,1.0
11,129809035,129842575,id1276,33540,75383961,5234047,0,1,0.0,1,0,0,2.6,2.5,3.0,2.0,0.604,2.712,2.712,43.865,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,129808985,129809035,129842575,129842625,0.4,0.32,0.43807394156231366,1.0
11,129890963,129892005,id1277,1042,75465889,5184617,0,1,0.0,0,0,0,3.0,3.0,3.0,3.885,1.31,2.712,2.712,31.596,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129890913,129890963,129892005,129892055,0.18,0.22,0.41746641074856045,1.0
11,130233035,130234059,id1278,1024,75807961,4842563,0,1,0.0,0,0,0,4.0,4.0,4.0,3.885,1.31,2.712,2.712,10.375,5.63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,130232985,130233035,130234059,130234109,0.26,0.54,0.365234375,1.0
11,130295026,130297369,id1279,2343,75869952,4779253,0,1,0.25,0,0,0,4.0,3.667,4.0,3.885,1.31,2.712,2.712,31.596,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130294976,130295026,130297369,130297419,0.44,0.3,0.3952198036705079,2.0
11,130545536,130547654,id1280,2118,76120462,4528968,0,0,0.0,1,0,0,20.333,20.5,21.0,1.0,0.577,2.712,2.712,142.173,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,130545486,130545536,130547654,130547704,0.26,0.24,0.5887629839471199,2.0
11,130876979,130878557,id1281,1578,76451905,4198065,0,1,0.0,0,0,0,6.667,6.5,7.0,1.0,0.577,2.712,2.712,104.736,389.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130876929,130876979,130878557,130878607,0.36,0.4,0.46070975918884666,1.0
11,130914265,130916383,id1282,2118,76489191,4160239,0,1,0.0,1,1,0,4.333,4.667,5.0,1.0,0.577,2.712,2.712,27.047,6.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130914215,130914265,130916383,130916433,0.56,0.74,0.5661000944287063,1.0
11,132069037,132070246,id1283,1209,77643963,3006376,0,1,1.0,0,0,0,2.0,2.0,2.0,3.885,1.31,2.985,2.985,31.596,39.412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132068987,132069037,132070246,132070296,0.42,0.46,0.45409429280397023,1.0
11,132070347,132071406,id1284,1059,77645273,3005216,0,1,1.0,0,0,0,2.0,2.0,2.0,3.885,1.31,2.985,2.985,31.596,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132070297,132070347,132071406,132071456,0.44,0.52,0.45986779981114256,1.0
11,134121487,134124987,id1285,3500,79696413,951635,0,1,0.5,1,1,0,1.0,1.0,1.0,3.885,1.31,2.336,2.336,30.91,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134121437,134121487,134124987,134125037,0.46,0.82,0.4094285714285714,2.0
11,134246293,134247792,id1286,1499,79821219,828830,0,1,1.0,0,0,0,1.0,1.0,1.0,3.885,1.31,2.336,2.336,5.115,5.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134246243,134246293,134247792,134247842,0.66,0.54,0.4923282188125417,1.0
11,134937910,134988458,id1288,50548,80512836,88164,0,1,0.0,1,0,0,2.346,3.0,3.0,1.0,0.48,1.306,1.306,12.593,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134937860,134937910,134988458,134988508,0.48,0.4,0.4669423122576561,1.0
11,134988495,134997786,id1289,9291,80563421,78836,0,0,0.0,0,0,0,2.6,3.0,3.0,1.0,0.516,1.306,1.306,37.118,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134988445,134988495,134997786,134997836,0.46,0.44,0.4130879345603272,1.0
12,10043,20853,id1291,10810,34748554,43,1,1,0.286,0,0,0,20.982,21.098,0.0,3.885,1.31,1.306,1.306,31.596,39.412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9993,10043,20853,20903,0.5116279069767442,0.58,0.5836262719703977,2.0
12,22923,53365,id1292,30442,34716042,12923,0,2,0.333,1,0,0,20.982,21.098,0.0,3.885,1.31,1.239,1.239,31.596,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22873,22923,53365,53415,0.64,0.54,0.49658366730175413,1.0
12,60684,79028,id1293,18344,34690379,50684,0,1,0.0,2,0,0,7.2,8.0,8.0,2.0,0.837,1.239,1.239,31.596,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60634,60684,79028,79078,0.34,0.52,0.48386393371129527,1.0
12,1398431,1400427,id1296,1996,33368980,1388431,0,1,0.0,0,0,0,14.0,14.0,14.0,3.885,1.31,3.215,3.215,19.78,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1398381,1398431,1400427,1400477,0.24,0.34,0.3572144288577154,1.0
12,2681076,2686372,id1297,5296,32083035,2671076,0,2,1.0,0,0,0,7.5,7.667,8.0,1.0,0.548,1.811,1.811,23.129,6.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2681026,2681076,2686372,2686422,0.6,0.64,0.5309667673716012,1.0
12,2694844,2695980,id1298,1136,32073427,2684844,0,1,1.0,0,0,0,7.0,7.0,7.0,3.885,1.31,1.811,1.811,6.567,6.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2694794,2694844,2695980,2696030,0.46,0.5,0.5255281690140845,1.0
12,2737552,2742711,id1299,5159,32026696,2727552,0,1,1.0,0,0,0,6.0,6.0,6.0,3.885,1.31,1.811,1.811,13.392,8.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2737502,2737552,2742711,2742761,0.56,0.58,0.5169606512890095,1.0
12,2743076,2744202,id1300,1126,32025205,2733076,0,1,1.0,0,0,0,6.0,6.0,6.0,3.885,1.31,1.811,1.811,107.38,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2743026,2743076,2744202,2744252,0.42,0.5,0.5159857904085258,1.0
12,3071029,3072169,id1301,1140,31697238,3061029,0,0,0.333,0,0,0,16.0,16.0,16.0,3.885,1.31,4.381,4.381,9.56,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3070979,3071029,3072169,3072219,0.52,0.28,0.5491228070175439,2.0
12,3841294,3846273,id1302,4979,30923134,3831294,0,1,0.0,0,0,0,4.333,4.5,5.0,1.0,0.516,4.381,4.381,41.141,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3841244,3841294,3846273,3846323,0.34,0.2,0.37798754770034143,1.0
12,4097369,4099769,id1303,2400,30669638,4087369,0,0,0.333,0,0,0,33.0,33.0,33.0,3.885,1.31,3.423,3.423,45.238,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4097319,4097369,4099769,4099819,0.26,0.34,0.4529166666666667,1.0
12,4558858,4560047,id1304,1189,30209360,4548858,0,1,0.0,0,0,0,17.0,17.0,17.0,3.885,1.31,3.423,3.423,6.98,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4558808,4558858,4560047,4560097,0.38,0.26,0.32716568544995794,1.0
12,4600618,4603305,id1305,2687,30166102,4590618,0,1,1.0,0,0,0,16.0,16.0,16.0,3.885,1.31,3.423,3.423,208.67,39.412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600568,4600618,4603305,4603355,0.32,0.38,0.3688128023818385,1.0
12,4633984,4635459,id1306,1475,30133948,4623984,0,1,0.0,0,0,0,16.667,16.5,17.0,1.0,0.577,3.423,3.423,77.575,79.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4633934,4633984,4635459,4635509,0.2,0.36,0.34440677966101696,1.0
12,5663601,5675646,id1307,12045,29093761,5653601,0,1,0.0,0,0,0,1.0,1.0,1.0,3.885,1.31,2.281,2.281,24.699,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5663551,5663601,5675646,5675696,0.6,0.5,0.4432544624325446,1.0
12,5700765,5701986,id1308,1221,29067421,5690765,0,1,0.0,0,0,0,2.0,2.0,2.0,3.885,1.31,2.281,2.281,6.715,5.26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5700715,5700765,5701986,5702036,0.3,0.2,0.3857493857493858,1.0
12,6001922,6027040,id1309,25118,28742367,5991922,0,1,0.0,0,0,0,3.231,3.667,4.0,1.0,0.43,2.437,2.437,15.712,6.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6001872,6001922,6027040,6027090,0.24,0.46,0.42881598853411895,1.0
12,6480053,6482186,id1310,2133,28287221,6470053,0,0,1.0,0,0,0,66.0,66.0,66.0,3.885,1.31,2.592,2.592,43.71,43.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6480003,6480053,6482186,6482236,0.54,0.44,0.3647444913267698,1.0
12,6536491,6538367,id1311,1876,28231040,6526491,0,1,0.143,0,0,0,73.0,73.0,73.0,3.885,1.31,2.592,2.592,27.44,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6536441,6536491,6538367,6538417,0.52,0.54,0.5708955223880597,14.0
12,7181147,7185868,id1312,4721,27583539,7171147,0,0,0.75,0,0,0,49.0,48.5,49.0,2.0,0.894,1.306,1.306,31.596,39.412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7181097,7181147,7185868,7185918,0.32,0.48,0.46324931158652827,3.0
12,7437685,7439621,id1313,1936,27329786,7427685,0,1,0.0,0,0,0,6.0,6.0,6.0,3.885,1.31,1.306,1.306,36.78,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7437635,7437685,7439621,7439671,0.34,0.4,0.3693181818181818,1.0
12,7789416,7796062,id1314,6646,26973345,7779416,0,1,0.0,0,0,0,6.125,5.5,6.0,2.0,0.641,1.306,1.306,8.757,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7789366,7789416,7796062,7796112,0.44,0.4,0.4349984953355402,1.0
12,7798459,7799546,id1315,1087,26969861,7788459,0,0,1.0,0,0,0,6.0,6.0,6.0,3.885,1.31,1.306,1.306,31.596,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7798409,7798459,7799546,7799596,0.34,0.48,0.40662373505059796,1.0
12,7812517,7814531,id1316,2014,26954876,7802517,0,1,0.0,0,0,0,7.667,7.5,8.0,1.0,0.577,1.306,1.306,145.934,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7812467,7812517,7814531,7814581,0.3,0.34,0.41906653426017876,1.0
12,7840426,7842714,id1317,2288,26926693,7830426,0,1,1.0,0,0,0,9.5,9.5,10.0,1.0,0.577,1.306,1.306,75.305,49.34,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7840376,7840426,7842714,7842764,0.36,0.24,0.44143356643356646,1.0
12,7859474,7861676,id1318,2202,26907731,7849474,0,1,1.0,0,0,0,11.0,11.0,11.0,3.885,1.31,1.306,1.306,18.675,39.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7859424,7859474,7861676,7861726,0.38,0.6,0.44550408719346046,1.0
12,7872040,7874352,id1319,2312,26895055,7862040,0,1,1.0,1,0,0,9.0,9.0,9.0,3.885,1.31,1.306,1.306,8.68,39.412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7871990,7872040,7874352,7874402,0.22,0.38,0.5177335640138409,1.0
12,7892418,7900140,id1320,7722,26869267,7882418,0,0,0.0,0,0,0,10.556,11.0,11.0,1.0,0.527,1.306,1.306,20.083,39.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7892368,7892418,7900140,7900190,0.44,0.44,0.45234395234395236,2.0
12,7905416,7906505,id1321,1089,26862902,7895416,0,0,1.0,0,0,0,11.0,11.0,11.0,3.885,1.31,1.306,1.306,8.675,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7905366,7905416,7906505,7906555,0.36,0.36,0.40587695133149676,1.0
12,7919233,7921628,id1322,2395,26847779,7909233,0,1,0.0,0,0,0,11.333,11.0,12.0,2.0,1.155,1.306,1.306,17.943,43.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7919183,7919233,7921628,7921678,0.36,0.36,0.4321503131524008,1.0
12,7956239,7958838,id1323,2599,26810569,7946239,0,0,1.0,0,0,0,12.5,12.5,13.0,1.0,0.577,1.596,1.596,55.1,36.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7956189,7956239,7958838,7958888,0.38,0.3,0.43285879184301657,1.0
12,7994046,7996053,id1324,2007,26773354,7984046,0,0,1.0,0,0,0,22.333,22.5,24.0,3.0,1.528,1.596,1.596,7.993,39.412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7993996,7994046,7996053,7996103,0.32,0.62,0.43796711509715996,1.0
12,8014959,8016408,id1325,1449,26752999,8004959,0,0,0.25,0,0,0,21.0,21.0,21.0,3.885,1.31,1.596,1.596,84.56,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8014909,8014959,8016408,8016458,0.26,0.4,0.45686680469289165,2.0
12,8016713,8017857,id1326,1144,26751550,8006713,0,0,0.0,0,0,0,20.5,20.5,21.0,1.0,0.707,1.596,1.596,31.596,39.412,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8016663,8016713,8017857,8017907,0.6,0.52,0.375,1.0
12,8018505,8019911,id1327,1406,26749496,8008505,0,0,1.0,1,0,0,21.0,21.0,22.0,2.0,1.0,1.596,1.596,91.05,39.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8018455,8018505,8019911,8019961,0.4,0.34,0.5135135135135135,1.0
12,8095598,8097765,id1328,2167,26671642,8085598,0,1,0.0,0,0,0,24.25,24.0,24.0,1.0,0.5,1.596,1.596,77.43,113.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8095548,8095598,8097765,8097815,0.24,0.2,0.4037840332256576,1.0
12,8133531,8134873,id1329,1342,26634534,8123531,0,2,0.5,0,0,0,25.333,25.5,26.0,1.0,0.577,1.596,1.596,111.19,111.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8133481,8133531,8134873,8134923,0.2,0.3,0.5789865871833085,2.0
12,8162772,8449277,id1330,286505,26320130,8152772,0,6,0.188,6,0,0,15.774,22.0,22.0,17.0,4.876,1.596,1.596,45.264,39.412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8162722,8162772,8449277,8449327,0.48,0.72,0.4562154238145931,2.0
