chr,coor_s,coor_e,ids,jumps,length,centro,telo,gaps,genes,intra_frac,cpgisl_in,cpgisl_bor,ctcf,repli_in,repli_bor,repli_bor_deriv,repli_deriv,repli_vari,recomb_in,recomb_bor,dnase_in,dnase_bor,DNA_l,LINE_l,LTR_l,SINE_l,Low_complexity_l,Retroposon_l,Satellite_l,Simple_repeat_l,rRNA_l,snRNA_l,scRNA_l,srpRNA_l,tRNA_l,RC_l,DNA_r,LINE_r,LTR_r,SINE_r,Low_complexity_r,Retroposon_r,Satellite_r,Simple_repeat_r,rRNA_r,snRNA_r,scRNA_r,srpRNA_r,tRNA_r,RC_r,L1_s_l,L2_s_l,MIR_s_l,Alu_s_l,Satellite_s_l,L1_s_r,L2_s_r,MIR_s_r,Alu_s_r,Satellite_s_r,used_coor_l_s,used_coor_l_e,used_coor_r_s,used_coor_r_e,CG_frac_l,CG_frac_r,CG_frac_in
7,57823887,57868050,id5949,2,44163,301603,57813887,0,0,0.0,1,1,0,3.378,2.667,0.0,3.0,0.806,0.521,0.521,19.708,7.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57823887,57823937,57868000,57868050,0.529,0.451,0.415
7,57868146,57879602,id5950,1,11456,290051,57858146,0,0,1.0,1,2,0,1.417,1.5,0.0,1.0,0.515,0.521,0.521,31.596,7.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57868146,57868196,57879552,57879602,0.725,0.373,0.38
7,58059106,58107700,id5951,1,48594,61953,58049106,0,0,0.0,1,0,0,20.982,21.091,0.0,3.885,1.31,1.306,1.306,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58059106,58059156,58107650,58107700,0.392,0.373,0.371
7,60878234,60913096,id5952,2,34862,50000,60868234,2,0,0.125,0,0,0,20.982,21.091,0.0,3.885,1.31,1.306,1.306,31.596,38.135,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60878234,60878284,60913046,60913096,0.38,0.333,0.365
7,60921635,60922719,id5953,1,1084,93401,60911635,0,0,0.222,0,0,0,20.982,21.091,0.0,3.885,1.31,1.306,1.306,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60921635,60921685,60922669,60922719,0.353,0.333,0.348
7,60924182,61024384,id5954,3,100202,95948,60914182,0,0,1.0,2,0,0,20.982,21.091,0.0,3.885,1.31,1.306,1.306,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60924182,60924232,61024334,61024384,0.333,0.333,0.362
7,61038318,61044566,id5955,1,6248,210084,61028318,0,0,1.0,0,0,0,20.982,21.091,0.0,3.885,1.31,1.306,1.306,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61038318,61038368,61044516,61044566,0.373,0.353,0.354
7,61061900,61096301,id5956,1,34401,233666,61051900,0,0,1.0,0,0,0,1.0,1.0,0.0,3.885,1.31,1.306,1.306,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61061900,61061950,61096251,61096301,0.353,0.176,0.353
7,61578024,61824141,id5957,1,246117,50004,61568024,1,0,0.0,0,0,0,20.982,21.091,0.0,3.885,1.31,1.306,1.306,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61578024,61578074,61824091,61824141,0.392,0.353,0.364
7,62026104,62335063,id5958,4,308959,498084,62016104,2,0,1.0,1,0,0,2.385,21.091,0.0,3.0,0.69,1.306,1.306,31.596,38.135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,62026104,62026154,62335013,62335063,0.24,0.392,0.365
7,62335069,62337940,id5959,1,2871,807049,62325069,0,0,0.067,0,0,0,20.982,21.091,0.0,3.885,1.31,1.306,1.306,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62335069,62335119,62337890,62337940,0.294,0.373,0.367
7,62358864,62401361,id5960,2,42497,830844,62348864,0,0,1.0,1,0,0,20.982,21.091,0.0,3.885,1.31,1.306,1.306,31.596,38.135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62358864,62358914,62401311,62401361,0.176,0.255,0.371
7,62408836,62456597,id5961,2,47761,880816,62398836,0,0,0.0,0,0,0,20.982,21.091,0.0,3.885,1.31,1.306,1.306,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62408836,62408886,62456547,62456597,0.294,0.392,0.35
7,62569682,62570740,id5962,1,1058,1041662,62559682,0,0,0.0,0,0,0,20.982,21.091,0.0,3.885,1.31,1.306,1.306,31.596,38.135,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,62569682,62569732,62570690,62570740,0.333,0.294,0.28
7,62999352,63008880,id5963,1,9528,1471332,62989352,0,0,0.0,0,0,0,20.982,21.091,0.0,3.885,1.31,0.076,0.076,31.596,38.135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62999352,62999402,63008830,63008880,0.235,0.314,0.342
7,63017296,63048432,id5964,1,31136,1489276,63007296,0,0,1.0,0,0,0,1.0,1.0,0.0,3.885,1.31,0.076,0.076,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,63017296,63017346,63048382,63048432,0.275,0.529,0.471
7,63064560,63094827,id5965,2,30267,1536540,63054560,0,0,0.0,1,0,0,1.0,1.0,0.0,3.885,1.31,0.076,0.076,31.596,38.135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,63064560,63064610,63094777,63094827,0.412,0.392,0.44
7,63097253,63108064,id5966,1,10811,1569233,63087253,0,0,0.776,0,0,0,1.0,1.0,0.0,3.885,1.31,0.076,0.076,31.596,38.135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,63097253,63097303,63108014,63108064,0.471,0.529,0.454
7,63114887,63118260,id5967,3,3373,1586867,63104887,0,0,1.0,0,0,0,1.75,1.5,0.0,1.0,0.5,0.076,0.076,31.596,38.135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,63114887,63114937,63118210,63118260,0.216,0.529,0.368
7,63122916,63129596,id5968,1,6680,1594896,63112916,0,0,0.6,0,0,0,2.0,2.0,0.0,3.885,1.31,0.076,0.076,31.596,38.135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,63122916,63122966,63129546,63129596,0.275,0.549,0.37
7,63134544,63144424,id5969,1,9880,1606524,63124544,0,0,1.0,0,0,0,2.0,2.0,0.0,3.885,1.31,0.076,0.076,31.596,38.135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,63134544,63134594,63144374,63144424,0.275,0.588,0.382
7,63166265,63168943,id5970,1,2678,1638245,63156265,0,0,1.0,0,0,0,20.982,21.091,0.0,3.885,1.31,0.076,0.076,31.596,38.135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63166265,63166315,63168893,63168943,0.569,0.373,0.411
7,63169055,63193605,id5971,1,24550,1641035,63159055,0,0,0.0,0,0,0,20.982,21.091,0.0,3.885,1.31,0.076,0.076,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63169055,63169105,63193555,63193605,0.314,0.451,0.401
7,63201097,63365583,id5972,6,164486,1673077,63191097,0,3,0.0,3,0,0,2.544,4.0,0.0,5.0,1.774,0.076,0.076,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,63201097,63201147,63365533,63365583,0.294,0.255,0.404
7,63382524,63852324,id5973,10,469800,1854504,63372524,0,1,0.0,19,0,0,8.668,4.0,0.0,99.0,16.45,0.076,0.076,8.976,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63382524,63382574,63852274,63852324,0.255,0.275,0.463
7,63853442,63891165,id5974,3,37723,2325422,63843442,0,0,0.333,0,0,0,4.03,4.0,0.0,1.0,0.174,0.076,0.076,9.0,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63853442,63853492,63891115,63891165,0.255,0.647,0.425
7,63891854,63892910,id5975,1,1056,2363834,63881854,0,0,0.543,0,0,0,4.0,4.0,0.0,3.885,1.31,0.076,0.076,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63891854,63891904,63892860,63892910,0.627,0.51,0.495
7,63894412,63897908,id5976,1,3496,2366392,63884412,0,0,1.0,0,0,0,3.8,4.5,2.0,2.0,0.837,0.076,0.076,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63894412,63894462,63897858,63897908,0.314,0.176,0.306
7,63897937,63909699,id5977,3,11762,2369917,63887937,0,0,0.052,1,0,0,4.077,3.5,2.0,3.0,1.038,0.12,0.12,31.596,38.135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63897937,63897987,63909649,63909699,0.373,0.412,0.422
7,63918317,63959371,id5978,1,41054,2390297,63908317,0,0,1.0,2,0,0,5.833,4.5,1.0,6.0,1.86,0.164,0.164,6.555,38.135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,63918317,63918367,63959321,63959371,0.431,0.294,0.414
7,63989315,63991679,id5979,1,2364,2461295,63979315,0,0,0.4,0,0,0,20.982,21.091,0.0,3.885,1.31,0.164,0.164,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63989315,63989365,63991629,63991679,0.353,0.529,0.403
7,63991906,63993609,id5980,1,1703,2463886,63981906,0,0,0.5,0,0,0,20.982,21.091,0.0,3.885,1.31,0.164,0.164,31.596,38.135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,63991906,63991956,63993559,63993609,0.627,0.608,0.422
7,63993638,63995225,id5981,2,1587,2465618,63983638,0,0,0.867,0,0,0,20.982,21.091,0.0,3.885,1.31,0.164,0.164,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63993638,63993688,63995175,63995225,0.353,0.529,0.344
7,64005959,64007219,id5982,1,1260,2477939,63995959,0,1,1.0,0,0,0,3.5,3.5,0.0,1.0,0.707,0.164,0.164,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64005959,64006009,64007169,64007219,0.373,0.294,0.324
7,64019072,64024577,id5983,1,5505,2491052,64009072,0,2,1.0,0,0,0,3.0,3.0,0.0,3.885,1.31,0.164,0.164,5.7,38.135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,64019072,64019122,64024527,64024577,0.529,0.255,0.372
7,64043771,64052307,id5984,1,8536,2515751,64033771,0,1,1.0,1,0,0,2.444,2.5,0.0,1.0,0.527,0.164,0.164,11.465,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64043771,64043821,64052257,64052307,0.549,0.471,0.399
7,64055868,64088501,id5985,2,32633,2527848,64045868,0,1,1.0,0,0,0,2.545,2.0,0.0,1.0,0.522,0.164,0.164,21.8,38.135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,64055868,64055918,64088451,64088501,0.235,0.51,0.376
7,64104134,64112197,id5986,1,8063,2576114,64094134,0,0,0.0,0,0,0,1.667,1.5,0.0,1.0,0.5,0.164,0.164,12.44,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64104134,64104184,64112147,64112197,0.412,0.471,0.371
7,64118470,64121375,id5987,1,2905,2590450,64108470,0,0,0.5,0,0,0,1.0,1.0,0.0,3.885,1.31,0.164,0.164,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64118470,64118520,64121325,64121375,0.51,0.49,0.467
7,64127041,64141448,id5988,1,14407,2599021,64117041,0,0,0.0,0,0,0,1.0,1.0,0.0,3.885,1.31,0.164,0.164,26.259,38.135,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64127041,64127091,64141398,64141448,0.373,0.451,0.447
7,64141494,64142568,id5989,1,1074,2613474,64131494,0,0,1.0,0,0,0,20.982,21.091,0.0,3.885,1.31,0.164,0.164,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64141494,64141544,64142518,64142568,0.216,0.51,0.433
7,64142895,64143948,id5990,1,1053,2614875,64132895,0,0,1.0,0,0,0,20.982,21.091,0.0,3.885,1.31,0.164,0.164,31.596,38.135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64142895,64142945,64143898,64143948,0.471,0.392,0.427
7,64144837,64147924,id5991,1,3087,2616817,64134837,0,0,1.0,0,0,0,20.982,21.091,0.0,3.885,1.31,0.164,0.164,31.596,38.135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64144837,64144887,64147874,64147924,0.353,0.471,0.433
7,64148781,64173008,id5992,1,24227,2620761,64138781,0,0,0.0,0,0,0,1.062,1.0,0.0,1.0,0.25,0.164,0.164,43.969,38.135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,64148781,64148831,64172958,64173008,0.549,0.235,0.368
7,64173025,64174324,id5993,1,1299,2645005,64163025,0,0,1.0,0,0,0,1.0,1.0,0.0,3.885,1.31,0.164,0.164,7.22,38.135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64173025,64173075,64174274,64174324,0.216,0.255,0.414
7,64174333,64190425,id5994,3,16092,2646313,64164333,0,0,0.5,1,0,0,2.647,3.0,0.0,4.0,1.412,0.164,0.164,11.6,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64174333,64174383,64190375,64190425,0.608,0.275,0.445
7,64190743,64193203,id5995,1,2460,2662723,64180743,0,0,1.0,1,0,0,5.0,5.0,0.0,3.885,1.31,0.164,0.164,7.04,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64190743,64190793,64193153,64193203,0.216,0.549,0.502
7,64198301,64224915,id5996,1,26614,2670281,64188301,0,1,0.0,0,0,0,3.679,4.0,0.0,2.0,0.612,0.164,0.164,10.538,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64198301,64198351,64224865,64224915,0.471,0.314,0.387
7,64255720,64280421,id5997,2,24701,2727700,64245720,0,1,0.133,0,0,0,3.6,3.333,1.0,1.0,0.5,0.164,0.164,39.906,11.98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64255720,64255770,64280371,64280421,0.569,0.275,0.362
7,64312291,64321261,id5998,1,8970,2784271,64302291,0,1,1.0,0,0,0,1.2,1.5,0.0,1.0,0.422,0.164,0.164,5.872,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64312291,64312341,64321211,64321261,0.51,0.471,0.401
7,64322040,64358339,id5999,2,36299,2794020,64312040,0,1,1.0,0,0,0,2.081,1.5,0.0,2.0,0.547,0.164,0.164,5.26,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64322040,64322090,64358289,64358339,0.255,0.51,0.377
7,64410994,64457301,id6000,1,46307,2882974,64400994,0,1,1.0,0,0,0,3.043,2.5,1.0,2.0,0.509,0.164,0.164,5.598,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64410994,64411044,64457251,64457301,0.235,0.255,0.357
7,64500664,64502682,id6001,1,2018,2972644,64490664,0,0,1.0,0,0,0,20.982,21.091,0.0,3.885,1.31,0.164,0.164,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64500664,64500714,64502632,64502682,0.549,0.294,0.437
7,64567869,64569928,id6002,1,2059,3039849,64557869,0,0,0.282,1,2,0,1.667,1.5,1.0,1.0,0.577,0.164,0.164,31.596,38.135,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64567869,64567919,64569878,64569928,0.392,0.588,0.598
7,64582730,64583739,id6003,1,1009,3054710,64572730,0,2,0.0,0,0,0,2.0,2.0,0.0,3.885,1.31,0.164,0.164,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64582730,64582780,64583689,64583739,0.824,0.294,0.398
7,64734614,64736038,id6004,1,1424,3206594,64724614,0,0,1.0,0,0,0,2.0,2.0,0.0,3.885,1.31,0.164,0.164,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64734614,64734664,64735988,64736038,0.373,0.549,0.394
7,64851319,64853449,id6005,1,2130,3323299,64841319,0,0,0.0,0,0,0,5.0,5.0,1.0,3.885,1.31,0.164,0.164,7.02,5.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64851319,64851369,64853399,64853449,0.157,0.608,0.408
7,64889501,64892075,id6006,1,2574,3361481,64879501,0,1,0.0,1,2,0,2.25,2.5,1.0,1.0,0.5,0.164,0.164,8.92,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64889501,64889551,64892025,64892075,0.686,0.588,0.548
7,64944883,64947483,id6007,1,2600,3416863,64934883,0,0,0.0,1,2,0,2.0,2.0,0.0,3.885,1.31,0.164,0.164,7.511,4.73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64944883,64944933,64947433,64947483,0.569,0.765,0.545
7,65007222,65106458,id6008,5,99236,3479202,64997222,0,1,0.0,3,0,0,1.46,1.5,0.0,1.0,0.501,0.164,0.164,26.799,38.135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65007222,65007272,65106408,65106458,0.471,0.294,0.439
7,65106601,65219156,id6009,2,112555,3578581,65096601,0,1,0.0,2,0,0,2.246,1.0,1.0,3.0,1.172,0.164,0.164,28.079,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65106601,65106651,65219106,65219156,0.392,0.549,0.399
7,65257429,65261967,id6010,1,4538,3729409,65247429,0,0,1.0,0,0,0,2.25,2.5,0.0,1.0,0.5,0.164,0.164,116.904,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65257429,65257479,65261917,65261967,0.588,0.333,0.612
7,65333961,65335680,id6011,3,1719,3805941,65323961,0,0,1.0,0,0,0,4.333,4.0,1.0,1.0,0.577,0.164,0.164,31.596,38.135,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65333961,65334011,65335630,65335680,0.196,0.529,0.368
7,65490786,65725022,id6012,3,234236,3962766,65480786,0,3,0.0,4,0,0,4.969,7.0,1.0,7.0,1.505,0.164,0.164,24.783,38.135,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,65490786,65490836,65724972,65725022,0.373,0.569,0.388
7,65725032,65795983,id6013,2,70951,4197012,65715032,0,2,1.0,3,0,0,4.306,4.5,1.0,4.0,1.057,0.164,0.164,35.586,38.135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65725032,65725082,65795933,65795983,0.49,0.314,0.447
7,65797810,65804045,id6014,1,6235,4269790,65787810,0,0,1.0,0,0,0,3.286,3.0,0.0,1.0,0.488,0.164,0.164,85.574,38.135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65797810,65797860,65803995,65804045,0.51,0.373,0.429
7,65805191,65840740,id6015,2,35549,4277171,65795191,0,0,0.0,0,0,0,3.528,3.5,0.0,1.0,0.506,0.164,0.164,25.749,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65805191,65805241,65840690,65840740,0.353,0.667,0.456
7,65847676,65902328,id6016,3,54652,4319656,65837676,0,1,0.5,1,0,0,4.0,5.0,0.0,2.0,0.683,0.115,0.115,13.597,38.135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,65847676,65847726,65902278,65902328,0.627,0.314,0.434
7,65942618,65949300,id6017,2,6682,4414598,65932618,0,1,1.0,0,0,0,3.75,4.0,1.0,2.0,0.707,0.065,0.065,31.596,38.135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,65942618,65942668,65949250,65949300,0.49,0.51,0.413
7,65963491,65966436,id6018,1,2945,4435471,65953491,0,1,0.0,0,0,0,11.0,11.0,0.0,3.885,1.31,0.065,0.065,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65963491,65963541,65966386,65966436,0.51,0.529,0.463
7,65997715,65999584,id6019,1,1869,4469695,65987715,0,0,0.0,0,0,0,18.0,18.0,1.0,3.885,1.31,0.065,0.065,31.596,38.135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,65997715,65997765,65999534,65999584,0.569,0.333,0.4
7,66000000,66004662,id6020,1,4662,4471980,65990000,0,0,1.0,0,0,0,17.0,17.0,3.0,2.0,0.894,0.065,0.065,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,66000000,66000050,66004612,66004662,0.235,0.51,0.413
7,66005677,66009961,id6021,1,4284,4477657,65995677,0,0,0.186,0,0,0,17.8,19.0,9.0,12.0,5.07,0.065,0.065,115.98,38.135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,66005677,66005727,66009911,66009961,0.392,0.529,0.407
7,66069499,66070897,id6022,1,1398,4541479,66059499,0,0,0.0,0,0,0,29.5,29.5,2.0,1.0,0.707,0.065,0.065,31.596,38.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66069499,66069549,66070847,66070897,0.196,0.471,0.358
